geo_code,population,population_density_div10K,male,young,middle_age,drinking_age,population_age_avg_div100,single,family_size_avg_div10,market_income_avg_div100K,East_Asian,Southeast_Asian,West_Asian,Black,Latin_American,Aboriginal,dwelling_ownership,dwelling_value_avg_div1M,rent_price_avg_div_1K,secondary_education,postsecondary_education,in_labor_force_pct,Unemployment_rate
59010002,320,NULL,0.47,0.33,0.19,0.80,0.37,0.49,0.28,0.32,0.03,0.06,0.00,0.00,0.00,0.34,0.64,NULL,NULL,0.26,0.55,0.79,0.07
59010003,140,NULL,0.50,0.18,0.14,0.79,0.41,0.52,0.26,NULL,0.00,0.00,0.00,0.00,0.00,0.79,0.67,NULL,NULL,0.30,0.43,0.56,0.00
59010009,10470,0.05,0.48,0.17,0.16,0.56,0.45,0.43,0.27,0.41,0.03,0.01,0.01,0.01,0.00,0.10,0.68,0.30,0.88,0.33,0.50,0.61,0.09
59050001,12080,NULL,0.50,0.09,0.15,0.53,0.50,0.38,0.25,0.30,0.01,0.01,0.00,0.01,0.00,0.08,0.85,0.30,0.81,0.30,0.50,0.50,0.08
59050003,7710,0.02,0.48,0.16,0.15,0.55,0.47,0.46,0.26,0.40,0.01,0.01,0.01,0.01,0.00,0.10,0.68,0.22,0.74,0.29,0.51,0.53,0.10
59070001,9565,NULL,0.51,0.11,0.13,0.53,0.51,0.37,0.25,0.33,0.01,0.01,0.04,0.00,0.00,0.10,0.79,0.30,0.80,0.31,0.45,0.50,0.09
59070002,7890,NULL,0.50,0.09,0.16,0.60,0.49,0.30,0.26,0.45,0.01,0.00,0.00,0.00,0.00,0.07,0.87,0.53,1.08,0.29,0.56,0.57,0.07
59070004,11615,0.02,0.47,0.11,0.14,0.53,0.50,0.36,0.26,0.40,0.01,0.01,0.02,0.00,0.00,0.07,0.82,0.49,1.07,0.29,0.57,0.56,0.08
59070005,1785,NULL,0.48,0.10,0.13,0.82,0.51,0.39,0.26,0.28,0.01,0.00,0.00,0.01,0.00,0.36,0.88,NULL,NULL,0.30,0.45,0.39,0.13
59090033,185,NULL,0.51,0.22,0.16,0.56,0.30,0.63,0.34,NULL,0.05,0.00,0.00,0.00,0.00,0.97,0.70,NULL,NULL,0.20,0.40,0.42,0.20
59090037,295,0.02,0.51,0.15,0.15,0.78,0.44,0.47,0.26,0.25,0.00,0.00,0.00,0.00,0.00,0.37,0.81,NULL,NULL,0.29,0.39,0.49,0.08
59090038,130,0.01,0.50,0.27,0.19,0.62,0.30,0.65,0.38,NULL,0.00,0.00,0.00,0.00,0.00,1.00,0.57,NULL,NULL,0.29,0.41,0.53,0.22
59090052,7345,0.15,0.50,0.17,0.20,0.58,0.40,0.37,0.29,0.40,0.01,0.01,0.01,0.01,0.01,0.09,0.85,0.39,1.19,0.33,0.47,0.65,0.07
59090053,7335,0.30,0.50,0.21,0.19,0.60,0.38,0.33,0.31,0.31,0.03,0.01,0.65,0.00,0.00,0.02,0.76,0.59,0.92,0.34,0.37,0.66,0.10
59090062,5440,0.25,0.45,0.20,0.15,0.54,0.49,0.54,0.25,0.32,0.03,0.05,0.08,0.01,0.01,0.08,0.60,0.23,0.91,0.16,0.47,0.54,0.08
59090063,135,0.01,0.59,0.22,0.19,0.65,0.31,0.58,0.29,NULL,0.07,0.00,0.00,0.00,0.00,0.93,0.60,NULL,NULL,0.37,0.26,0.32,0.00
59090071,12020,0.18,0.48,0.18,0.20,0.60,0.40,0.34,0.29,0.57,0.05,0.01,0.09,0.01,0.01,0.05,0.87,0.62,1.21,0.32,0.55,0.68,0.04
59090084,11035,0.29,0.49,0.19,0.20,0.59,0.38,0.40,0.29,0.41,0.03,0.02,0.03,0.01,0.00,0.07,0.74,0.40,1.11,0.34,0.51,0.68,0.06
59090085,4915,NULL,0.52,0.13,0.17,0.60,0.46,0.36,0.27,0.42,0.02,0.01,0.01,0.01,0.00,0.06,0.88,0.48,0.98,0.21,0.47,0.59,0.05
59090087,11220,0.21,0.47,0.17,0.16,0.53,0.46,0.39,0.27,0.32,0.03,0.03,0.21,0.01,0.00,0.05,0.79,0.33,1.01,0.34,0.45,0.57,0.08
59150003,9885,0.02,0.49,0.11,0.16,0.77,0.46,0.32,0.29,1.09,0.13,0.01,0.06,0.00,0.01,0.01,0.88,2.28,2.24,0.09,0.69,0.59,0.06
59150005,4915,0.02,0.49,0.14,0.20,0.75,0.42,0.36,0.3,0.91,0.32,0.02,0.17,0.00,0.00,0.01,0.84,2.89,2.78,0.21,0.71,0.57,0.05
59150008,5240,0.03,0.50,0.14,0.20,0.75,0.42,0.34,0.3,0.85,0.10,0.02,0.11,0.01,0.00,0.03,0.82,1.80,2.00,0.20,0.69,0.66,0.05
59150009,5835,0.12,0.47,0.13,0.23,0.71,0.42,0.37,0.3,0.59,0.11,0.03,0.07,0.01,0.01,0.03,0.84,1.12,1.58,0.14,0.64,0.69,0.04
59150017,2930,0.17,0.48,0.21,0.22,0.82,0.42,0.52,0.27,0.31,0.07,0.01,0.26,0.01,0.00,0.35,0.27,NULL,NULL,0.23,0.62,0.56,0.13
59150021,20195,NULL,0.48,0.28,0.19,0.74,0.36,0.47,0.29,0.60,0.38,0.02,0.08,0.00,0.02,0.01,0.55,1.43,1.75,0.26,0.51,0.54,0.09
59150030,7305,0.25,0.49,0.22,0.24,0.81,0.41,0.45,0.28,0.53,0.05,0.09,0.08,0.00,0.01,0.03,0.54,0.96,1.36,0.15,0.66,0.74,0.05
59150038,5870,0.80,0.48,0.34,0.21,0.75,0.38,0.48,0.27,0.60,0.13,0.02,0.03,0.00,0.02,0.02,0.46,1.43,1.62,0.17,0.76,0.76,0.06
59150054,4980,0.31,0.49,0.22,0.22,0.81,0.45,0.61,0.27,0.40,0.33,0.05,0.03,0.02,0.01,0.09,0.31,0.99,0.83,0.15,0.48,0.59,0.08
59150057,13155,1.36,0.44,0.41,0.23,0.82,0.42,0.58,0.22,0.54,0.12,0.03,0.04,0.01,0.02,0.04,0.25,0.75,1.27,0.18,0.79,0.80,0.05
59150064,12555,0.29,0.47,0.22,0.20,0.82,0.43,0.46,0.29,0.75,0.34,0.04,0.05,0.01,0.01,0.01,0.62,2.29,1.55,0.10,0.72,0.66,0.06
59150067,5895,0.83,0.46,0.36,0.28,0.80,0.39,0.50,0.24,0.57,0.11,0.05,0.04,0.01,0.01,0.04,0.30,1.03,1.25,0.17,0.80,0.84,0.05
59150077,8065,0.62,0.48,0.23,0.21,0.69,0.42,0.49,0.29,0.42,0.40,0.10,0.03,0.01,0.02,0.04,0.62,1.27,1.11,0.28,0.53,0.66,0.05
59150083,9000,0.22,0.48,0.20,0.19,0.63,0.42,0.41,0.3,0.68,0.54,0.05,0.04,0.00,0.01,0.01,0.73,2.71,1.44,0.11,0.64,0.54,0.07
59150085,6110,0.48,0.48,0.22,0.18,0.66,0.43,0.52,0.29,0.31,0.50,0.13,0.05,0.00,0.02,0.04,0.50,1.36,1.04,0.17,0.40,0.57,0.07
59150090,8700,0.06,0.49,0.27,0.22,0.67,0.36,0.46,0.29,0.49,0.28,0.02,0.07,0.02,0.03,0.03,0.55,0.79,1.39,0.12,0.60,0.64,0.08
59150093,9935,0.49,0.48,0.22,0.19,0.67,0.42,0.46,0.29,0.39,0.61,0.07,0.04,0.00,0.01,0.01,0.64,2.00,1.26,0.29,0.58,0.58,0.07
59150095,8100,0.53,0.48,0.23,0.21,0.67,0.41,0.46,0.3,0.43,0.41,0.13,0.11,0.01,0.02,0.02,0.60,1.89,1.19,0.11,0.62,0.63,0.05
59150098,6960,0.70,0.49,0.22,0.23,0.79,0.40,0.47,0.3,0.39,0.30,0.24,0.11,0.01,0.02,0.03,0.59,1.34,1.21,0.29,0.53,0.70,0.06
59150099,7140,0.23,0.48,0.20,0.19,0.65,0.44,0.46,0.29,0.39,0.33,0.11,0.21,0.02,0.02,0.02,0.67,1.00,1.10,0.16,0.54,0.62,0.07
59150110,7305,0.53,0.50,0.28,0.26,0.88,0.41,0.59,0.26,0.35,0.24,0.17,0.05,0.03,0.02,0.04,0.11,0.47,0.99,0.31,0.61,0.73,0.07
59150111,5980,0.74,0.47,0.20,0.19,0.67,0.43,0.47,0.3,0.29,0.66,0.17,0.05,0.01,0.01,0.02,0.55,1.39,0.87,0.35,0.37,0.55,0.08
59150112,8615,0.78,0.49,0.23,0.20,0.65,0.41,0.46,0.31,0.31,0.34,0.19,0.32,0.00,0.03,0.02,0.57,1.44,1.04,0.31,0.43,0.63,0.06
59150114,9320,0.17,0.49,0.20,0.18,0.65,0.43,0.41,0.29,0.43,0.34,0.06,0.11,0.01,0.02,0.02,0.75,1.24,1.18,0.12,0.63,0.60,0.05
59150115,4945,0.30,0.47,0.16,0.22,0.63,0.41,0.34,0.29,0.58,0.76,0.02,0.02,0.01,0.01,0.01,0.89,1.30,1.69,0.16,0.58,0.52,0.07
59150119,9460,0.56,0.48,0.22,0.21,0.67,0.42,0.46,0.28,0.37,0.45,0.09,0.12,0.01,0.02,0.02,0.66,0.91,1.05,0.27,0.59,0.61,0.07
59150120,5255,0.78,0.49,0.22,0.20,0.79,0.41,0.51,0.3,0.30,0.54,0.16,0.08,0.01,0.03,0.02,0.53,1.28,0.98,0.21,0.48,0.63,0.07
59150121,7165,0.56,0.49,0.22,0.18,0.67,0.43,0.44,0.3,0.34,0.61,0.14,0.12,0.01,0.01,0.01,0.65,1.52,1.05,0.33,0.44,0.62,0.07
59150124,6825,0.30,0.49,0.16,0.21,0.64,0.40,0.35,0.31,0.49,0.41,0.04,0.15,0.00,0.01,0.01,0.89,1.00,1.44,0.14,0.61,0.60,0.04
59150125,12950,0.06,0.49,0.19,0.23,0.67,0.38,0.37,0.31,0.46,0.44,0.04,0.15,0.00,0.01,0.02,0.81,0.97,1.41,0.27,0.63,0.63,0.07
59150127,5485,0.59,0.50,0.21,0.18,0.61,0.42,0.43,0.3,0.37,0.57,0.17,0.12,0.01,0.01,0.01,0.71,1.68,1.19,0.15,0.50,0.58,0.07
59150128,10655,0.39,0.47,0.19,0.21,0.65,0.44,0.45,0.29,0.44,0.38,0.10,0.12,0.02,0.02,0.02,0.62,1.09,1.16,0.28,0.58,0.66,0.05
59150129,5185,0.46,0.47,0.23,0.20,0.72,0.46,0.47,0.25,0.37,0.42,0.06,0.07,0.01,0.03,0.01,0.54,0.45,1.03,0.13,0.66,0.60,0.07
59150146,7165,0.33,0.50,0.25,0.20,0.80,0.40,0.45,0.29,0.40,0.28,0.05,0.16,0.02,0.02,0.02,0.56,0.83,1.08,0.32,0.55,0.64,0.07
59150152,6040,0.41,0.49,0.15,0.20,0.61,0.42,0.37,0.3,0.43,0.41,0.10,0.07,0.00,0.00,0.02,0.88,1.11,1.54,0.14,0.63,0.64,0.06
59150154,7270,0.16,0.50,0.18,0.20,0.61,0.41,0.42,0.31,0.47,0.29,0.08,0.16,0.02,0.03,0.03,0.73,1.10,1.26,0.13,0.63,0.65,0.06
59150155,6540,0.01,0.49,0.18,0.20,0.63,0.42,0.39,0.28,0.45,0.04,0.05,0.06,0.01,0.01,0.04,0.73,0.62,1.19,0.35,0.49,0.68,0.05
59150166,9580,0.66,0.49,0.24,0.19,0.68,0.42,0.48,0.3,0.32,0.27,0.17,0.18,0.06,0.03,0.02,0.42,0.92,0.96,0.29,0.55,0.64,0.07
59150175,7660,0.34,0.49,0.19,0.24,0.78,0.40,0.47,0.29,0.39,0.16,0.09,0.09,0.01,0.02,0.05,0.66,0.59,0.99,0.31,0.53,0.66,0.06
59150179,10250,0.15,0.50,0.18,0.23,0.65,0.39,0.35,0.3,0.48,0.13,0.04,0.06,0.01,0.01,0.04,0.87,0.74,1.35,0.30,0.57,0.71,0.04
59150183,12685,0.14,0.49,0.17,0.21,0.63,0.41,0.39,0.3,0.47,0.15,0.05,0.09,0.01,0.02,0.04,0.81,0.90,1.24,0.31,0.54,0.67,0.06
59150203,6125,0.17,0.50,0.18,0.21,0.73,0.38,0.37,0.33,0.41,0.38,0.11,0.16,0.01,0.02,0.02,0.83,1.04,1.22,0.15,0.56,0.65,0.04
59150204,5670,0.21,0.50,0.18,0.21,0.76,0.40,0.35,0.31,0.46,0.12,0.03,0.19,0.01,0.01,0.04,0.85,0.84,1.27,0.17,0.54,0.68,0.06
59150205,7495,0.38,0.51,0.23,0.21,0.77,0.38,0.44,0.31,0.34,0.03,0.08,0.51,0.02,0.02,0.03,0.61,0.81,0.97,0.33,0.43,0.67,0.07
59150217,7885,0.37,0.49,0.21,0.20,0.77,0.39,0.42,0.31,0.36,0.22,0.23,0.17,0.02,0.02,0.02,0.79,0.52,1.01,0.31,0.53,0.68,0.06
59150219,8245,0.61,0.47,0.18,0.19,0.66,0.44,0.46,0.28,0.34,0.18,0.22,0.13,0.03,0.02,0.02,0.65,0.35,0.97,0.32,0.49,0.59,0.07
59150227,6490,0.28,0.48,0.15,0.18,0.58,0.43,0.38,0.29,0.48,0.09,0.04,0.10,0.01,0.01,0.04,0.81,0.83,1.21,0.36,0.51,0.67,0.03
59150229,7765,0.30,0.50,0.22,0.20,0.75,0.38,0.39,0.31,0.33,0.08,0.16,0.45,0.01,0.02,0.02,0.68,0.75,1.02,0.34,0.44,0.66,0.08
59150233,7840,0.59,0.49,0.22,0.20,0.62,0.37,0.41,0.32,0.30,0.03,0.05,0.71,0.05,0.01,0.02,0.59,0.54,0.87,0.36,0.38,0.62,0.09
59150235,7950,0.30,0.48,0.18,0.21,0.64,0.41,0.46,0.3,0.34,0.05,0.13,0.27,0.02,0.03,0.07,0.72,0.27,1.13,0.35,0.42,0.65,0.08
59150238,5895,0.46,0.51,0.24,0.21,0.71,0.35,0.38,0.34,0.28,0.01,0.04,0.79,0.04,0.01,0.02,0.60,0.72,0.87,0.37,0.34,0.60,0.07
59150242,10910,0.28,0.50,0.24,0.20,0.63,0.36,0.42,0.32,0.29,0.03,0.05,0.69,0.02,0.02,0.03,0.52,0.67,0.90,0.36,0.36,0.63,0.08
59150243,815,0.01,0.51,0.13,0.15,0.60,0.49,0.40,0.26,0.64,0.05,0.01,0.01,0.00,0.00,0.31,0.91,NULL,NULL,0.33,0.55,0.50,0.08
59150245,8430,0.24,0.49,0.18,0.19,0.63,0.43,0.44,0.28,0.42,0.04,0.04,0.03,0.01,0.01,0.06,0.70,0.52,1.05,0.35,0.47,0.67,0.05
59150246,16825,0.27,0.48,0.19,0.18,0.63,0.45,0.49,0.27,0.37,0.04,0.04,0.04,0.01,0.01,0.05,0.66,0.41,0.97,0.34,0.47,0.62,0.06
59150248,9820,0.73,0.49,0.23,0.22,0.62,0.37,0.40,0.31,0.33,0.08,0.06,0.60,0.02,0.01,0.03,0.69,0.50,0.93,0.31,0.47,0.65,0.07
59150257,9575,0.37,0.50,0.22,0.21,0.64,0.37,0.40,0.32,0.38,0.03,0.09,0.64,0.03,0.01,0.02,0.70,0.92,0.82,0.36,0.44,0.64,0.07
59150259,6950,0.27,0.49,0.17,0.27,0.60,0.34,0.34,0.33,0.53,0.06,0.06,0.22,0.01,0.02,0.04,0.85,0.77,1.24,0.31,0.53,0.74,0.04
59150262,6780,0.51,0.51,0.21,0.21,0.73,0.37,0.37,0.32,0.33,0.02,0.04,0.71,0.01,0.01,0.02,0.70,0.72,0.97,0.34,0.39,0.68,0.08
59150263,5505,0.41,0.47,0.17,0.19,0.56,0.42,0.44,0.3,0.32,0.04,0.04,0.46,0.03,0.04,0.05,0.64,0.50,0.91,0.38,0.39,0.57,0.10
59150265,11475,0.17,0.48,0.17,0.24,0.62,0.37,0.37,0.31,0.49,0.05,0.03,0.05,0.01,0.01,0.05,0.89,0.58,1.26,0.34,0.53,0.74,0.05
59150266,11115,0.18,0.50,0.22,0.21,0.63,0.38,0.37,0.32,0.40,0.04,0.06,0.66,0.01,0.00,0.01,0.75,1.03,1.09,0.33,0.46,0.67,0.07
59150268,10900,0.41,0.50,0.24,0.22,0.63,0.35,0.38,0.32,0.32,0.03,0.11,0.69,0.02,0.02,0.01,0.59,0.80,0.78,0.32,0.44,0.68,0.09
59150280,5225,0.08,0.49,0.12,0.18,0.57,0.44,0.36,0.3,0.61,0.17,0.02,0.04,0.00,0.00,0.03,0.75,1.94,1.35,0.12,0.64,0.58,0.03
59150281,90,0.01,0.50,0.22,0.17,0.80,0.37,0.60,0.27,NULL,0.00,0.00,0.00,0.00,0.00,0.86,0.71,NULL,NULL,0.29,0.29,0.63,0.00
59150284,8250,0.63,0.50,0.29,0.25,0.68,0.33,0.39,0.29,0.47,0.08,0.07,0.09,0.02,0.01,0.06,0.73,0.51,1.24,0.35,0.55,0.79,0.05
59150290,7630,0.25,0.47,0.13,0.23,0.57,0.41,0.32,0.29,0.71,0.24,0.02,0.05,0.01,0.01,0.02,0.91,1.08,1.65,0.13,0.67,0.63,0.04
59150291,11525,0.28,0.48,0.23,0.21,0.68,0.41,0.47,0.27,0.40,0.05,0.06,0.03,0.01,0.02,0.06,0.62,0.40,1.04,0.34,0.48,0.70,0.06
59150304,5330,0.23,0.48,0.11,0.17,0.52,0.49,0.37,0.27,0.47,0.06,0.03,0.04,0.01,0.01,0.03,0.90,0.79,1.31,0.14,0.54,0.59,0.04
59150306,9270,0.01,0.51,0.16,0.18,0.61,0.43,0.37,0.29,0.45,0.03,0.03,0.05,0.00,0.01,0.06,0.76,0.97,1.23,0.39,0.42,0.65,0.04
59150308,11360,0.12,0.49,0.18,0.21,0.61,0.38,0.43,0.3,0.39,0.03,0.04,0.06,0.02,0.01,0.08,0.73,0.50,0.97,0.35,0.43,0.69,0.06
59150309,470,0.17,0.45,0.01,0.01,0.32,0.71,0.30,0.21,0.27,0.00,0.00,0.00,0.00,0.00,0.05,0.96,NULL,NULL,0.08,0.40,0.20,0.00
59150315,5190,0.21,0.50,0.19,0.23,0.66,0.39,0.37,0.31,0.43,0.36,0.21,0.18,0.00,0.02,0.01,0.82,0.79,1.40,0.21,0.54,0.72,0.05
59150320,9310,0.41,0.46,0.13,0.20,0.60,0.44,0.41,0.29,0.50,0.33,0.06,0.04,0.01,0.01,0.03,0.67,1.05,1.29,0.29,0.60,0.63,0.06
59150325,6800,0.16,0.49,0.22,0.20,0.66,0.42,0.41,0.3,0.36,0.43,0.16,0.25,0.00,0.01,0.01,0.78,0.88,1.24,0.32,0.52,0.65,0.07
59150327,7635,0.28,0.49,0.19,0.18,0.66,0.43,0.37,0.3,0.38,0.70,0.06,0.07,0.00,0.00,0.00,0.90,1.35,1.68,0.29,0.57,0.56,0.04
59150334,5290,1.91,0.48,0.38,0.23,0.78,0.35,0.50,0.26,0.30,0.39,0.23,0.10,0.02,0.03,0.02,0.24,0.55,1.09,0.15,0.62,0.67,0.08
59170006,5690,0.03,0.49,0.10,0.13,0.53,0.51,0.29,0.26,0.65,0.02,0.01,0.01,0.00,0.00,0.02,0.87,0.94,1.23,0.10,0.68,0.54,0.05
59170009,5560,0.03,0.49,0.10,0.15,0.54,0.49,0.28,0.26,0.62,0.02,0.01,0.01,0.01,0.00,0.04,0.89,0.85,1.19,0.11,0.65,0.56,0.04
59170011,5405,0.19,0.44,0.10,0.11,0.45,0.56,0.41,0.25,0.39,0.01,0.04,0.01,0.00,0.00,0.04,0.76,0.49,1.23,0.15,0.55,0.45,0.03
59170013,8680,0.03,0.47,0.15,0.15,0.55,0.48,0.39,0.27,0.48,0.02,0.01,0.01,0.01,0.00,0.07,0.77,0.64,1.21,0.32,0.57,0.62,0.04
59170018,1690,0.06,0.48,0.11,0.10,0.82,0.51,0.40,0.26,0.25,0.01,0.01,0.00,0.01,0.00,0.40,0.92,NULL,NULL,0.27,0.48,0.42,0.11
59170023,10410,0.07,0.49,0.16,0.21,0.62,0.43,0.39,0.27,0.47,0.04,0.02,0.06,0.01,0.01,0.06,0.72,0.59,1.22,0.28,0.59,0.67,0.04
59170028,225,0.03,0.49,0.18,0.22,0.68,0.37,0.46,0.31,NULL,0.00,0.00,0.00,0.00,0.00,0.77,0.65,NULL,NULL,0.31,0.43,0.66,0.13
59170030,6525,0.23,0.49,0.19,0.20,0.63,0.39,0.41,0.29,0.39,0.07,0.05,0.07,0.02,0.01,0.05,0.71,0.55,1.21,0.32,0.52,0.70,0.04
59170032,7565,0.16,0.49,0.21,0.19,0.63,0.42,0.44,0.28,0.43,0.12,0.04,0.09,0.01,0.01,0.04,0.63,0.64,1.14,0.15,0.57,0.66,0.05
59170036,11660,0.14,0.49,0.16,0.16,0.54,0.45,0.36,0.28,0.61,0.13,0.01,0.08,0.00,0.01,0.02,0.81,1.02,1.36,0.09,0.67,0.56,0.07
59170039,6225,0.25,0.49,0.21,0.20,0.66,0.44,0.49,0.25,0.41,0.04,0.04,0.01,0.01,0.01,0.09,0.55,0.51,1.02,0.32,0.56,0.67,0.06
59170049,9410,0.41,0.46,0.26,0.20,0.66,0.41,0.51,0.27,0.38,0.10,0.06,0.03,0.01,0.01,0.07,0.54,0.54,1.08,0.31,0.58,0.69,0.06
59170051,125,NULL,0.48,0.24,0.24,0.70,0.35,0.50,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.81,0.56,NULL,NULL,0.25,0.35,0.55,0.18
59170053,6180,0.68,0.45,0.18,0.15,0.56,0.53,0.56,0.23,0.47,0.05,0.01,0.03,0.01,0.01,0.07,0.35,0.58,1.07,0.12,0.67,0.57,0.06
59170058,9850,0.29,0.45,0.16,0.18,0.58,0.47,0.42,0.26,0.55,0.03,0.01,0.02,0.00,0.01,0.03,0.59,0.89,1.27,0.11,0.71,0.63,0.05
59170112,11430,0.25,0.52,0.22,0.20,0.67,0.43,0.52,0.26,0.42,0.03,0.03,0.02,0.02,0.01,0.09,0.45,0.53,1.05,0.32,0.54,0.65,0.07
59190020,8560,NULL,0.51,0.15,0.21,0.63,0.41,0.35,0.28,0.45,0.01,0.01,0.01,0.01,0.00,0.07,0.85,0.50,1.11,0.29,0.55,0.71,0.06
59190023,70,0.04,0.50,0.07,0.07,0.84,0.54,0.54,0.23,NULL,0.00,0.00,0.00,0.00,0.00,0.18,0.83,NULL,NULL,0.30,0.80,0.40,0.00
59190029,5445,0.01,0.48,0.11,0.12,0.53,0.53,0.36,0.24,0.35,0.03,0.01,0.01,0.00,0.00,0.09,0.79,0.40,0.93,0.16,0.55,0.49,0.08
59190036,5780,0.02,0.49,0.12,0.15,0.56,0.47,0.33,0.27,0.45,0.01,0.01,0.03,0.00,0.00,0.07,0.88,0.48,1.04,0.18,0.55,0.58,0.05
59210001,11610,NULL,0.51,0.12,0.17,0.60,0.47,0.37,0.26,0.35,0.01,0.02,0.00,0.01,0.00,0.10,0.76,0.45,0.89,0.31,0.51,0.56,0.09
59210013,6820,0.11,0.47,0.19,0.19,0.58,0.43,0.43,0.28,0.41,0.04,0.02,0.02,0.01,0.00,0.07,0.71,0.40,1.11,0.33,0.54,0.68,0.06
59210014,6600,0.09,0.49,0.15,0.17,0.57,0.45,0.33,0.26,0.45,0.07,0.03,0.02,0.01,0.01,0.05,0.79,0.55,1.11,0.15,0.65,0.59,0.07
59210020,4030,0.01,0.48,0.06,0.13,0.53,0.56,0.34,0.23,0.32,0.01,0.01,0.00,0.00,0.00,0.07,0.83,0.45,0.81,0.24,0.66,0.46,0.10
59210022,6760,0.03,0.51,0.20,0.20,0.63,0.41,0.44,0.27,0.38,0.02,0.01,0.02,0.00,0.00,0.09,0.74,0.32,0.99,0.32,0.51,0.63,0.06
59210023,360,0.18,0.50,0.21,0.21,0.69,0.35,0.53,0.31,0.23,0.00,0.00,0.00,0.00,0.00,0.97,0.70,NULL,NULL,0.20,0.49,0.47,0.23
59210024,370,0.02,0.54,0.20,0.19,0.65,0.35,0.50,0.34,0.26,0.00,0.00,0.00,0.00,0.00,0.91,0.75,NULL,NULL,0.29,0.29,0.46,0.19
59230003,40,0.03,0.63,0.13,0.13,0.88,0.49,0.75,0.4,NULL,0.00,0.00,0.00,0.00,0.00,0.89,0.50,NULL,NULL,0.29,0.57,0.50,0.50
59230004,6745,NULL,0.51,0.12,0.16,0.58,0.48,0.33,0.26,0.39,0.01,0.01,0.01,0.00,0.00,0.08,0.87,0.41,0.74,0.31,0.47,0.57,0.10
