geo_code,population,population_density_div10K,male,young,middle_age,drinking_age,population_age_avg_div100,single,family_size_avg_div10,market_income_avg_div100K,East_Asian,Southeast_Asian,West_Asian,Black,Latin_American,Aboriginal,dwelling_ownership,dwelling_value_avg_div1M,rent_price_avg_div_1K,secondary_education,postsecondary_education,in_labor_force_pct,Unemployment_rate
59150273,14035,0.22,0.51,0.24,0.25,0.64,0.35,0.38,0.32,0.40,0.07,0.10,0.55,0.02,0.02,0.01,0.78,0.73,1.08,0.29,0.52,0.71,0.06
59150275,8940,0.58,0.49,0.20,0.29,0.63,0.34,0.32,0.31,0.50,0.10,0.12,0.25,0.02,0.02,0.03,0.86,0.56,1.23,0.27,0.61,0.77,0.05
59150276,18220,0.12,0.49,0.23,0.25,0.64,0.34,0.34,0.31,0.49,0.11,0.06,0.10,0.01,0.02,0.03,0.82,0.69,1.41,0.31,0.59,0.72,0.05
59150278,9435,0.01,0.49,0.16,0.20,0.60,0.41,0.36,0.3,0.55,0.05,0.02,0.04,0.01,0.01,0.04,0.83,1.08,1.31,0.33,0.54,0.69,0.04
59150287,6115,0.20,0.49,0.11,0.19,0.57,0.44,0.30,0.29,0.65,0.12,0.01,0.04,0.00,0.00,0.03,0.90,1.43,1.67,0.13,0.65,0.60,0.05
59150289,9605,0.02,0.49,0.15,0.16,0.56,0.46,0.38,0.29,0.48,0.03,0.01,0.03,0.01,0.00,0.04,0.79,0.93,1.44,0.33,0.50,0.63,0.04
59150299,9375,0.35,0.44,0.10,0.13,0.56,0.55,0.48,0.25,0.53,0.08,0.01,0.06,0.01,0.01,0.03,0.69,0.89,1.21,0.29,0.60,0.51,0.06
59150301,10835,0.03,0.50,0.15,0.20,0.60,0.41,0.35,0.3,0.53,0.04,0.02,0.04,0.01,0.00,0.06,0.85,1.04,1.07,0.34,0.51,0.66,0.03
59150307,120,0.01,0.50,0.17,0.13,0.75,0.43,0.52,0.28,NULL,0.08,0.00,0.00,0.00,0.00,0.42,0.64,NULL,NULL,0.19,0.52,0.57,0.17
59150312,6300,3.16,0.56,0.43,0.27,0.86,0.39,0.59,0.23,0.62,0.21,0.04,0.10,0.01,0.03,0.03,0.42,0.65,1.48,0.12,0.76,0.77,0.04
59150313,10075,0.19,0.48,0.14,0.19,0.57,0.44,0.36,0.29,0.52,0.07,0.03,0.09,0.01,0.00,0.04,0.85,0.92,1.25,0.33,0.55,0.64,0.04
59150314,5870,0.34,0.50,0.19,0.23,0.75,0.38,0.33,0.3,0.48,0.24,0.08,0.21,0.01,0.01,0.03,0.90,0.80,1.20,0.17,0.57,0.69,0.05
59150322,7955,0.39,0.49,0.20,0.19,0.65,0.41,0.40,0.3,0.37,0.45,0.09,0.15,0.00,0.01,0.01,0.78,1.15,1.30,0.31,0.54,0.66,0.06
59150323,7600,0.37,0.48,0.19,0.19,0.64,0.42,0.40,0.29,0.36,0.63,0.05,0.07,0.00,0.00,0.01,0.78,1.52,1.47,0.31,0.54,0.54,0.05
59150331,10120,1.33,0.46,0.25,0.22,0.75,0.45,0.51,0.24,0.51,0.08,0.06,0.12,0.01,0.02,0.03,0.43,0.58,1.26,0.23,0.71,0.70,0.04
59152000,6610,0.02,0.49,0.18,0.20,0.77,0.40,0.38,0.29,0.50,0.05,0.02,0.04,0.01,0.01,0.06,0.85,0.84,1.31,0.35,0.50,0.69,0.06
59152001,7275,0.06,0.50,0.17,0.25,0.61,0.35,0.34,0.32,0.52,0.05,0.04,0.04,0.01,0.02,0.06,0.87,0.72,1.42,0.31,0.54,0.73,0.04
59170005,110,0.01,0.50,0.14,0.18,0.67,0.40,0.58,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.67,NULL,NULL,0.31,0.38,0.50,0.29
59170007,95,0.03,0.58,0.26,0.21,0.80,0.33,0.57,0.27,NULL,0.00,0.00,0.00,0.00,0.00,0.95,0.57,NULL,NULL,0.21,0.36,0.64,0.44
59170021,8165,0.08,0.48,0.12,0.14,0.52,0.50,0.32,0.27,0.55,0.12,0.02,0.06,0.01,0.01,0.02,0.88,0.88,1.36,0.11,0.66,0.51,0.05
59170035,9275,0.10,0.49,0.16,0.20,0.62,0.43,0.33,0.27,0.53,0.04,0.02,0.01,0.00,0.01,0.06,0.84,0.58,1.31,0.32,0.56,0.67,0.05
59170037,13235,0.26,0.49,0.22,0.21,0.66,0.42,0.48,0.27,0.38,0.06,0.05,0.05,0.01,0.00,0.08,0.63,0.49,1.08,0.30,0.56,0.69,0.05
59170040,1840,0.26,0.46,0.17,0.15,0.82,0.47,0.54,0.25,0.28,0.01,0.01,0.00,0.02,0.01,0.33,0.76,NULL,NULL,0.35,0.35,0.49,0.09
59170042,9560,0.29,0.48,0.27,0.16,0.61,0.42,0.53,0.28,0.37,0.24,0.03,0.08,0.02,0.01,0.05,0.62,0.61,1.35,0.11,0.55,0.60,0.09
59170044,11025,0.24,0.47,0.22,0.17,0.60,0.44,0.48,0.27,0.41,0.09,0.04,0.04,0.01,0.01,0.04,0.60,0.62,1.22,0.28,0.61,0.61,0.06
59170046,7670,0.48,0.48,0.23,0.22,0.67,0.45,0.46,0.24,0.47,0.06,0.02,0.03,0.01,0.01,0.06,0.51,0.52,1.15,0.13,0.68,0.66,0.06
59170059,7085,0.20,0.45,0.09,0.13,0.47,0.52,0.36,0.26,0.71,0.04,0.01,0.02,0.00,0.01,0.02,0.80,1.05,1.26,0.07,0.72,0.49,0.05
59170111,15290,NULL,0.48,0.08,0.15,0.55,0.52,0.38,0.25,0.38,0.02,0.01,0.01,0.01,0.01,0.06,0.79,0.59,0.95,0.25,0.65,0.55,0.04
59190001,10830,NULL,0.51,0.11,0.16,0.59,0.49,0.36,0.25,0.37,0.01,0.01,0.01,0.00,0.00,0.09,0.80,0.45,0.83,0.29,0.54,0.54,0.10
59190002,160,0.03,0.50,0.22,0.13,0.54,0.29,0.50,0.37,NULL,0.00,0.00,0.00,0.00,0.00,0.91,0.33,NULL,NULL,0.29,0.33,0.64,0.21
59190004,735,0.01,0.52,0.18,0.20,0.53,0.30,0.50,0.35,0.18,0.00,0.00,0.00,0.00,0.00,0.99,0.44,NULL,NULL,0.15,0.27,0.42,0.19
59190005,8535,0.07,0.47,0.12,0.17,0.53,0.47,0.37,0.26,0.40,0.02,0.01,0.01,0.00,0.00,0.09,0.81,0.35,0.95,0.29,0.56,0.57,0.06
59190018,2085,0.01,0.51,0.23,0.17,0.57,0.32,0.62,0.33,0.19,0.00,0.00,0.00,0.00,0.00,0.95,0.66,NULL,NULL,0.20,0.31,0.48,0.26
59190028,140,0.01,0.54,0.21,0.11,0.50,0.29,0.57,0.32,NULL,0.00,0.00,0.00,0.00,0.00,1.00,0.57,NULL,NULL,0.10,0.10,0.40,0.25
59210006,6125,0.01,0.49,0.08,0.12,0.53,0.54,0.25,0.24,0.52,0.01,0.00,0.01,0.01,0.00,0.05,0.90,0.66,1.10,0.14,0.65,0.47,0.07
59210007,12515,0.09,0.45,0.10,0.12,0.45,0.55,0.40,0.24,0.33,0.01,0.01,0.01,0.00,0.00,0.05,0.75,0.37,1.00,0.29,0.55,0.43,0.07
59210011,9855,0.13,0.46,0.13,0.15,0.50,0.50,0.39,0.26,0.37,0.04,0.01,0.02,0.00,0.00,0.05,0.86,0.35,1.02,0.33,0.52,0.52,0.06
59210018,8195,0.11,0.49,0.19,0.16,0.67,0.49,0.56,0.24,0.35,0.02,0.02,0.01,0.01,0.00,0.09,0.46,0.37,0.85,0.28,0.58,0.56,0.09
59230006,150,0.02,0.57,0.23,0.23,0.64,0.30,0.48,0.36,NULL,0.00,0.00,0.00,0.00,0.00,1.00,0.89,NULL,NULL,0.24,0.19,0.55,0.00
59230014,8700,0.10,0.49,0.15,0.15,0.54,0.46,0.46,0.26,0.33,0.02,0.01,0.04,0.00,0.00,0.15,0.65,0.24,0.77,0.32,0.42,0.50,0.09
59230021,80,0.01,0.56,0.31,0.25,0.91,0.39,0.54,0.28,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.86,NULL,NULL,0.15,0.38,0.71,0.00
59240009,190,0.01,0.58,0.21,0.16,0.52,0.30,0.52,0.32,NULL,0.00,0.05,0.00,0.00,0.00,1.00,0.58,NULL,NULL,0.24,0.40,0.56,0.36
59240012,290,0.02,0.55,0.21,0.19,0.76,0.38,0.41,0.29,0.38,0.00,0.00,0.00,0.00,0.00,0.81,0.95,NULL,NULL,0.30,0.39,0.70,0.16
59240016,12320,0.02,0.49,0.15,0.19,0.58,0.42,0.33,0.28,0.45,0.01,0.02,0.01,0.00,0.00,0.10,0.81,0.34,1.14,0.31,0.52,0.62,0.08
59240018,145,NULL,0.52,0.14,0.14,0.76,0.43,0.50,0.26,NULL,0.00,0.00,0.00,0.00,0.00,0.83,1.00,NULL,NULL,0.25,0.50,0.67,0.25
59260005,10410,0.10,0.48,0.20,0.17,0.59,0.42,0.49,0.27,0.31,0.04,0.03,0.01,0.01,0.00,0.10,0.62,0.29,0.94,0.33,0.49,0.60,0.08
59270001,2580,NULL,0.52,0.09,0.15,0.88,0.52,0.39,0.24,0.30,0.02,0.01,0.00,0.00,0.00,0.09,0.85,0.33,0.49,0.26,0.31,0.46,0.10
59290003,10305,NULL,0.47,0.11,0.16,0.57,0.48,0.41,0.26,0.42,0.03,0.02,0.01,0.01,0.00,0.08,0.77,0.54,1.03,0.29,0.57,0.60,0.06
59290601,50,0.36,0.40,0.00,0.00,1.00,0.87,0.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59310012,240,0.01,0.48,0.21,0.17,0.69,0.34,0.61,0.32,NULL,0.00,0.00,0.00,0.00,0.00,0.98,0.53,NULL,NULL,0.27,0.38,0.43,0.31
59310020,70,NULL,0.50,0.14,0.21,0.60,0.37,0.40,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.93,0.40,NULL,NULL,0.30,0.40,0.50,0.40
59310024,11850,NULL,0.54,0.36,0.24,0.84,0.36,0.47,0.27,0.54,0.04,0.04,0.01,0.00,0.01,0.02,0.61,0.96,1.66,0.27,0.69,0.85,0.05
59330001,12835,NULL,0.51,0.11,0.14,0.56,0.49,0.36,0.25,0.35,0.01,0.01,0.00,0.00,0.00,0.13,0.83,0.27,0.72,0.32,0.43,0.51,0.10
59330011,125,NULL,0.48,0.16,0.16,0.80,0.43,0.50,0.29,NULL,0.00,0.00,0.00,0.00,0.00,0.92,0.78,NULL,NULL,0.33,0.43,0.57,0.17
59330029,8530,0.02,0.49,0.16,0.19,0.59,0.43,0.37,0.27,0.43,0.01,0.01,0.01,0.00,0.00,0.10,0.87,0.37,1.21,0.33,0.51,0.63,0.06
59330032,6085,0.02,0.49,0.17,0.21,0.61,0.42,0.38,0.27,0.46,0.02,0.01,0.05,0.01,0.00,0.11,0.89,0.34,1.02,0.32,0.52,0.66,0.07
59330043,13615,0.25,0.48,0.19,0.18,0.58,0.43,0.45,0.28,0.38,0.01,0.01,0.05,0.00,0.00,0.13,0.69,0.35,0.97,0.35,0.44,0.64,0.10
59330044,10985,0.27,0.49,0.22,0.17,0.61,0.44,0.56,0.26,0.32,0.02,0.02,0.01,0.01,0.00,0.17,0.47,0.29,0.95,0.34,0.42,0.59,0.12
59330046,70,NULL,0.50,0.21,0.29,0.67,0.29,0.50,0.32,NULL,0.00,0.00,0.00,0.00,0.00,1.07,0.50,NULL,NULL,0.45,0.18,0.30,0.67
59330048,6340,0.17,0.48,0.23,0.16,0.63,0.47,0.56,0.25,0.41,0.04,0.02,0.01,0.01,0.01,0.10,0.53,0.36,0.90,0.16,0.57,0.62,0.07
59330052,7810,0.01,0.49,0.17,0.20,0.62,0.40,0.33,0.29,0.54,0.03,0.00,0.01,0.01,0.00,0.11,0.82,0.48,1.10,0.32,0.57,0.70,0.06
59330056,300,NULL,0.53,0.12,0.23,0.61,0.36,0.52,0.31,0.31,0.05,0.00,0.00,0.00,0.00,0.92,0.90,NULL,NULL,0.23,0.53,0.63,0.21
59330061,240,NULL,0.50,0.19,0.19,0.58,0.31,0.45,0.31,NULL,0.00,0.00,0.00,0.00,0.00,0.96,0.67,NULL,NULL,0.24,0.48,0.61,0.15
59330075,90,0.01,0.50,0.22,0.17,0.62,0.32,0.50,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.78,0.50,NULL,NULL,0.36,0.29,0.43,0.33
59330079,140,NULL,0.57,0.18,0.11,0.62,0.37,0.48,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.96,0.36,NULL,NULL,0.14,0.52,0.57,0.25
59350002,12920,0.01,0.50,0.17,0.19,0.62,0.42,0.35,0.27,0.48,0.02,0.01,0.01,0.00,0.01,0.07,0.78,0.60,1.08,0.31,0.55,0.68,0.07
59350023,9960,0.05,0.50,0.12,0.24,0.58,0.38,0.26,0.31,0.74,0.04,0.02,0.02,0.00,0.00,0.05,0.92,0.85,1.83,0.25,0.66,0.70,0.06
59370001,6965,NULL,0.50,0.14,0.15,0.62,0.47,0.36,0.26,0.33,0.01,0.00,0.00,0.00,0.00,0.10,0.79,0.37,0.74,0.30,0.48,0.58,0.09
59370003,10220,NULL,0.49,0.14,0.16,0.56,0.45,0.36,0.27,0.36,0.02,0.01,0.00,0.00,0.00,0.07,0.81,0.40,0.98,0.32,0.48,0.60,0.07
59370006,2870,NULL,0.48,0.09,0.08,0.48,0.56,0.29,0.23,0.28,0.01,0.00,0.00,0.01,0.00,0.29,0.85,NULL,NULL,0.31,0.24,0.37,0.09
59370010,7585,0.11,0.46,0.18,0.15,0.53,0.50,0.57,0.25,0.30,0.02,0.02,0.02,0.00,0.01,0.10,0.54,0.29,0.92,0.33,0.45,0.52,0.08
59370012,9435,0.21,0.47,0.16,0.19,0.57,0.42,0.42,0.28,0.39,0.02,0.01,0.01,0.00,0.01,0.07,0.78,0.37,1.10,0.32,0.52,0.63,0.07
59370013,625,0.18,0.49,0.07,0.09,0.53,0.60,0.40,0.22,0.27,0.00,0.00,0.00,0.00,0.03,0.08,0.97,NULL,NULL,0.09,0.18,0.37,0.05
59390001,13525,NULL,0.51,0.14,0.18,0.62,0.47,0.36,0.25,0.39,0.01,0.01,0.01,0.00,0.00,0.09,0.81,0.37,0.89,0.30,0.51,0.61,0.11
59390005,11965,NULL,0.50,0.11,0.14,0.55,0.49,0.28,0.25,0.36,0.01,0.00,0.00,0.00,0.00,0.07,0.86,0.42,0.89,0.30,0.50,0.51,0.11
59390014,75,NULL,0.53,0.07,0.20,0.89,0.48,0.62,0.22,NULL,0.00,0.00,0.00,0.00,0.00,0.93,0.71,NULL,NULL,0.14,0.57,0.46,0.00
59410001,1040,NULL,0.53,0.13,0.15,0.64,0.48,0.36,0.26,0.37,0.01,0.01,0.00,0.00,0.00,0.23,0.81,0.23,0.51,0.30,0.46,0.59,0.14
59410027,6265,NULL,0.51,0.16,0.18,0.62,0.43,0.34,0.27,0.43,0.01,0.00,0.00,0.00,0.00,0.11,0.88,0.24,0.77,0.34,0.43,0.64,0.08
59410028,105,NULL,0.48,0.19,0.19,0.61,0.37,0.69,0.27,NULL,0.00,0.00,0.00,0.00,0.00,0.90,0.40,NULL,NULL,0.18,0.24,0.50,0.38
59410048,190,NULL,0.53,0.16,0.21,0.66,0.36,0.55,0.34,NULL,0.00,0.00,0.00,0.00,0.00,1.00,0.70,NULL,NULL,0.27,0.27,0.38,0.46
59410053,195,NULL,0.49,0.21,0.21,0.69,0.36,0.50,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.97,0.75,NULL,NULL,0.36,0.36,0.57,0.19
59410064,330,0.01,0.56,0.20,0.23,0.74,0.38,0.56,0.29,0.19,0.00,0.00,0.00,0.00,0.00,0.98,0.35,NULL,NULL,0.20,0.37,0.64,0.33
59450004,810,0.01,0.51,0.19,0.16,0.52,0.33,0.53,0.31,0.20,0.00,0.00,0.00,0.00,0.00,0.97,0.63,NULL,NULL,0.17,0.31,0.46,0.26
59490002,100,NULL,0.45,0.15,0.20,0.80,0.43,0.47,0.27,NULL,0.00,0.00,0.00,0.00,0.00,0.30,0.88,0.56,0.00,0.20,0.47,0.64,0.00
59490012,595,NULL,0.53,0.20,0.16,0.69,0.36,0.50,0.29,0.23,0.02,0.00,0.00,0.00,0.00,0.97,0.68,NULL,NULL,0.17,0.50,0.57,0.30
59490013,235,0.01,0.62,0.26,0.19,0.72,0.35,0.50,0.29,NULL,0.00,0.00,0.00,0.00,0.00,0.98,0.71,NULL,NULL,0.20,0.54,0.51,0.39
59490021,130,0.01,0.54,0.15,0.19,0.46,0.27,0.56,0.37,NULL,0.08,0.00,0.00,0.00,0.00,0.96,0.43,NULL,NULL,0.19,0.31,0.50,0.25
59490029,525,0.03,0.54,0.18,0.18,0.65,0.43,0.65,0.3,0.36,0.00,0.00,0.00,0.00,0.00,0.97,0.81,NULL,NULL,0.21,0.30,0.41,0.16
59510022,245,0.17,0.47,0.24,0.14,0.67,0.36,0.69,0.27,NULL,0.00,0.00,0.00,0.00,0.00,0.98,0.27,NULL,NULL,0.36,0.23,0.46,0.22
59510026,80,NULL,0.50,0.19,0.25,0.64,0.33,0.69,0.28,NULL,0.00,0.00,0.00,0.00,0.00,1.00,NULL,NULL,NULL,0.31,0.15,0.31,0.00
59510035,205,NULL,0.56,0.17,0.22,0.61,0.35,0.52,0.32,NULL,0.00,0.00,0.00,0.00,0.00,0.95,NULL,NULL,NULL,0.35,0.23,0.45,0.21
59530002,85,NULL,0.47,0.12,0.41,0.83,0.42,0.53,0.26,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.25,NULL,NULL,0.21,0.57,0.79,0.18
59530003,3465,NULL,0.53,0.16,0.22,0.77,0.40,0.28,0.28,0.54,0.01,0.01,0.00,0.00,0.00,0.11,0.95,0.36,0.95,0.30,0.50,0.72,0.08
59530010,13495,0.02,0.50,0.22,0.18,0.63,0.42,0.57,0.27,0.39,0.02,0.02,0.01,0.01,0.00,0.23,0.52,0.24,0.81,0.32,0.42,0.64,0.13
59530016,5550,0.13,0.50,0.21,0.22,0.72,0.36,0.34,0.29,0.53,0.02,0.02,0.02,0.00,0.00,0.12,0.86,0.30,1.16,0.21,0.56,0.74,0.07
59550004,7440,NULL,0.52,0.20,0.18,0.74,0.38,0.36,0.28,0.54,0.01,0.03,0.00,0.00,0.00,0.19,0.77,0.26,0.88,0.32,0.44,0.69,0.16
59550006,195,NULL,0.51,0.26,0.21,0.67,0.32,0.63,0.34,NULL,0.00,0.00,0.00,0.00,0.00,0.97,0.31,NULL,NULL,0.22,0.13,0.47,0.33
59010005,6040,NULL,0.51,0.12,0.18,0.61,0.45,0.30,0.27,0.51,0.01,0.00,0.00,0.01,0.00,0.09,0.90,0.51,0.79,0.19,0.56,0.62,0.07
59010007,170,NULL,0.59,0.21,0.24,0.74,0.36,0.56,0.31,NULL,0.06,0.00,0.00,0.00,0.00,0.94,0.73,NULL,NULL,0.19,0.54,0.81,0.19
59010010,9580,0.13,0.50,0.17,0.19,0.59,0.41,0.37,0.28,0.44,0.02,0.01,0.01,0.01,0.00,0.09,0.80,0.30,0.97,0.31,0.51,0.66,0.07
59010013,75,NULL,0.47,0.20,0.20,0.76,0.38,0.50,0.32,NULL,0.00,0.00,0.00,0.13,0.00,0.87,0.60,NULL,NULL,0.31,0.46,0.50,0.00
59030004,10835,NULL,0.50,0.11,0.15,0.55,0.47,0.36,0.26,0.32,0.01,0.01,0.00,0.00,0.00,0.07,0.82,0.34,0.78,0.29,0.50,0.51,0.10
59030007,5350,0.06,0.46,0.12,0.13,0.49,0.52,0.41,0.25,0.30,0.01,0.01,0.00,0.00,0.00,0.07,0.73,0.28,0.81,0.15,0.50,0.46,0.06
59070003,1905,NULL,0.50,0.11,0.15,0.83,0.49,0.32,0.25,0.44,0.01,0.00,0.02,0.01,0.01,0.04,0.81,0.60,1.08,0.26,0.41,0.61,0.06
59070007,60,NULL,0.42,0.17,0.17,0.47,0.34,0.56,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.92,0.50,NULL,NULL,0.33,0.22,0.56,0.00
59070008,7085,0.20,0.46,0.18,0.16,0.60,0.49,0.56,0.25,0.32,0.01,0.01,0.00,0.01,0.00,0.10,0.41,0.33,0.97,0.32,0.48,0.58,0.11
59070010,8300,0.11,0.48,0.14,0.18,0.57,0.44,0.37,0.28,0.42,0.03,0.01,0.06,0.00,0.00,0.07,0.82,0.45,1.11,0.31,0.52,0.63,0.07
59070011,85,NULL,0.47,0.18,0.18,0.60,0.35,0.69,0.28,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.67,NULL,NULL,0.15,0.31,0.58,0.29
59070015,765,NULL,0.48,0.14,0.10,0.54,0.50,0.37,0.24,0.29,0.00,0.00,0.00,0.00,0.00,0.47,0.88,NULL,NULL,0.08,0.46,0.40,0.13
59090001,11590,NULL,0.51,0.12,0.17,0.58,0.48,0.42,0.26,0.34,0.03,0.01,0.03,0.01,0.00,0.10,0.76,0.35,0.89,0.33,0.45,0.54,0.09
59090040,90,0.01,0.44,0.17,0.17,0.51,0.28,0.54,0.32,NULL,0.00,0.00,0.00,0.00,0.00,0.95,NULL,NULL,NULL,0.23,0.46,0.39,0.00
59090041,180,0.04,0.50,0.14,0.19,0.78,0.41,0.50,0.29,NULL,0.06,0.00,0.00,0.00,0.00,0.31,0.88,NULL,NULL,0.31,0.38,0.55,0.13
59090055,85,NULL,0.53,0.24,0.00,0.60,0.35,0.69,0.26,NULL,0.00,0.12,0.00,0.00,0.00,0.94,0.33,NULL,NULL,0.31,0.46,0.39,0.00
59090057,11370,0.40,0.48,0.22,0.18,0.62,0.41,0.47,0.29,0.30,0.02,0.02,0.22,0.01,0.01,0.09,0.53,0.35,0.97,0.33,0.40,0.61,0.07
59090058,190,0.02,0.53,0.24,0.21,0.74,0.35,0.59,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.92,0.58,NULL,NULL,0.17,0.43,0.45,0.00
59090064,325,0.05,0.40,0.03,0.02,0.44,0.69,0.38,0.21,0.17,0.00,0.00,0.00,0.00,0.00,0.15,0.95,NULL,NULL,0.06,0.30,0.13,0.25
59090068,7060,0.37,0.51,0.20,0.21,0.72,0.37,0.42,0.32,0.31,0.01,0.05,0.35,0.01,0.02,0.06,0.70,0.54,1.09,0.34,0.39,0.67,0.07
59090069,10780,0.37,0.47,0.19,0.15,0.56,0.48,0.51,0.28,0.31,0.03,0.03,0.16,0.02,0.01,0.07,0.49,0.33,0.89,0.32,0.45,0.56,0.08
59090089,7000,0.11,0.49,0.19,0.21,0.71,0.37,0.36,0.31,0.46,0.04,0.01,0.05,0.01,0.00,0.06,0.83,0.51,1.15,0.36,0.49,0.71,0.05
59090090,8375,0.02,0.50,0.17,0.23,0.60,0.36,0.31,0.32,0.51,0.04,0.02,0.06,0.01,0.01,0.05,0.87,0.62,1.22,0.29,0.59,0.74,0.05
59090091,10115,0.01,0.54,0.23,0.19,0.62,0.40,0.40,0.31,0.40,0.03,0.02,0.25,0.01,0.01,0.05,0.69,0.61,1.04,0.37,0.40,0.69,0.05
59090096,4935,NULL,0.52,0.14,0.19,0.80,0.44,0.38,0.28,0.44,0.01,0.00,0.02,0.00,0.00,0.07,0.87,0.68,1.10,0.22,0.50,0.68,0.05
59090101,14335,0.11,0.49,0.18,0.19,0.60,0.41,0.46,0.29,0.36,0.01,0.02,0.06,0.01,0.01,0.12,0.70,0.40,0.91,0.33,0.45,0.64,0.07
59090848,4775,0.16,0.49,0.16,0.21,0.72,0.39,0.34,0.31,0.44,0.02,0.01,0.01,0.02,0.00,0.06,0.92,0.46,1.14,0.20,0.50,0.69,0.06
59150004,7535,0.05,0.47,0.13,0.19,0.57,0.44,0.37,0.29,0.99,0.35,0.02,0.16,0.00,0.00,0.01,0.85,3.19,2.36,0.11,0.66,0.48,0.05
59150007,13085,0.23,0.43,0.09,0.15,0.50,0.53,0.46,0.27,1.04,0.13,0.02,0.13,0.00,0.01,0.01,0.59,1.93,1.72,0.25,0.67,0.46,0.05
59150011,7055,0.21,0.46,0.11,0.18,0.51,0.46,0.41,0.3,0.84,0.22,0.01,0.10,0.00,0.00,0.01,0.78,2.60,1.78,0.08,0.68,0.54,0.06
59150012,7570,0.02,0.48,0.14,0.19,0.58,0.43,0.35,0.3,0.65,0.11,0.02,0.09,0.01,0.01,0.02,0.88,1.26,1.47,0.12,0.68,0.66,0.03
59150016,8235,0.22,0.49,0.14,0.22,0.61,0.39,0.36,0.31,0.63,0.09,0.03,0.06,0.01,0.01,0.03,0.85,1.31,1.56,0.12,0.67,0.72,0.05
59150034,12860,2.20,0.52,0.36,0.24,0.83,0.43,0.58,0.22,0.44,0.07,0.03,0.06,0.01,0.04,0.04,0.18,0.62,1.25,0.21,0.73,0.75,0.06
