geo_code,population,population_density_div10K,male,young,middle_age,drinking_age,population_age_avg_div100,single,family_size_avg_div10,market_income_avg_div100K,East_Asian,Southeast_Asian,West_Asian,Black,Latin_American,Aboriginal,dwelling_ownership,dwelling_value_avg_div1M,rent_price_avg_div_1K,secondary_education,postsecondary_education,in_labor_force_pct,Unemployment_rate
59150037,7700,1.26,0.64,0.29,0.29,0.91,0.45,0.76,0.22,0.49,0.12,0.04,0.04,0.02,0.02,0.10,0.23,0.64,0.91,0.24,0.63,0.67,0.10
59150044,12095,0.37,0.47,0.17,0.20,0.60,0.41,0.42,0.3,0.72,0.37,0.02,0.03,0.00,0.01,0.01,0.73,2.86,1.64,0.09,0.68,0.56,0.06
59150047,5970,0.70,0.45,0.13,0.18,0.57,0.51,0.45,0.25,0.66,0.09,0.01,0.04,0.01,0.02,0.03,0.52,0.82,1.35,0.18,0.77,0.62,0.06
59150051,13930,0.54,0.49,0.30,0.25,0.79,0.41,0.57,0.26,0.40,0.16,0.06,0.03,0.02,0.02,0.10,0.34,0.74,1.00,0.25,0.59,0.73,0.07
59150052,8070,0.15,0.48,0.16,0.21,0.59,0.42,0.39,0.3,0.59,0.11,0.04,0.06,0.00,0.01,0.04,0.75,1.26,1.53,0.14,0.65,0.69,0.05
59150056,5785,0.34,0.49,0.16,0.19,0.74,0.41,0.37,0.31,0.92,0.36,0.01,0.03,0.01,0.01,0.01,0.81,3.29,1.82,0.08,0.71,0.56,0.07
59150071,10775,0.68,0.48,0.26,0.25,0.70,0.39,0.45,0.29,0.58,0.24,0.09,0.04,0.00,0.01,0.03,0.54,1.62,1.37,0.21,0.67,0.74,0.05
59150072,7390,0.16,0.51,0.21,0.21,0.67,0.42,0.44,0.29,0.47,0.31,0.05,0.07,0.01,0.01,0.04,0.63,1.40,1.14,0.15,0.59,0.63,0.07
59150076,6270,0.47,0.50,0.21,0.20,0.68,0.42,0.48,0.29,0.37,0.46,0.12,0.04,0.01,0.03,0.02,0.57,1.24,1.10,0.32,0.44,0.64,0.06
59150080,11775,0.36,0.48,0.21,0.21,0.67,0.42,0.45,0.29,0.49,0.28,0.11,0.07,0.01,0.00,0.03,0.62,1.76,1.35,0.23,0.65,0.66,0.05
59150088,7300,0.55,0.49,0.22,0.22,0.76,0.41,0.49,0.29,0.38,0.37,0.17,0.05,0.01,0.01,0.03,0.57,1.26,1.06,0.28,0.50,0.67,0.05
59150089,8320,0.74,0.48,0.23,0.23,0.68,0.39,0.45,0.3,0.39,0.35,0.23,0.08,0.01,0.01,0.02,0.64,1.21,1.21,0.26,0.54,0.70,0.04
59150106,7535,0.65,0.48,0.25,0.19,0.69,0.41,0.48,0.29,0.33,0.54,0.18,0.08,0.01,0.02,0.02,0.57,1.36,1.14,0.32,0.46,0.64,0.06
59150113,11305,0.17,0.50,0.19,0.19,0.63,0.43,0.41,0.3,0.48,0.40,0.03,0.09,0.01,0.01,0.02,0.67,1.30,1.26,0.29,0.60,0.60,0.06
59150117,9655,1.45,0.48,0.31,0.22,0.76,0.39,0.51,0.27,0.34,0.40,0.24,0.09,0.01,0.02,0.01,0.49,0.64,1.17,0.28,0.58,0.68,0.06
59150118,7885,0.18,0.50,0.17,0.22,0.74,0.39,0.39,0.3,0.50,0.11,0.05,0.05,0.01,0.02,0.03,0.70,0.84,1.28,0.28,0.60,0.73,0.04
59150123,6250,0.47,0.47,0.20,0.18,0.61,0.45,0.48,0.3,0.34,0.58,0.18,0.05,0.00,0.02,0.01,0.60,1.59,1.18,0.18,0.46,0.61,0.05
59150132,9840,0.32,0.48,0.15,0.20,0.63,0.42,0.41,0.3,0.44,0.25,0.05,0.12,0.01,0.02,0.03,0.71,0.86,1.13,0.28,0.59,0.65,0.07
59150136,7735,0.37,0.50,0.24,0.21,0.79,0.39,0.43,0.29,0.41,0.25,0.05,0.09,0.01,0.01,0.04,0.64,0.89,1.20,0.29,0.58,0.67,0.07
59150142,5120,0.35,0.48,0.17,0.20,0.64,0.42,0.38,0.29,0.43,0.50,0.04,0.06,0.01,0.01,0.01,0.86,1.25,1.39,0.16,0.61,0.62,0.05
59150144,5845,0.40,0.49,0.22,0.20,0.64,0.41,0.40,0.3,0.37,0.48,0.05,0.10,0.01,0.02,0.02,0.69,1.48,1.38,0.15,0.58,0.60,0.05
59150145,9120,0.32,0.50,0.20,0.20,0.66,0.42,0.47,0.29,0.45,0.16,0.05,0.06,0.01,0.02,0.04,0.54,1.11,1.06,0.31,0.54,0.65,0.06
59150149,6220,0.46,0.48,0.28,0.22,0.83,0.40,0.45,0.27,0.37,0.48,0.12,0.06,0.01,0.03,0.02,0.63,0.54,1.14,0.15,0.60,0.66,0.06
59150150,5240,0.27,0.49,0.22,0.18,0.67,0.41,0.39,0.31,0.36,0.51,0.09,0.30,0.01,0.01,0.01,0.82,0.96,1.32,0.37,0.45,0.64,0.05
59150151,5710,1.26,0.46,0.29,0.17,0.78,0.44,0.48,0.26,0.27,0.77,0.09,0.02,0.00,0.01,0.01,0.58,0.48,1.27,0.16,0.56,0.54,0.06
59150153,8015,1.32,0.47,0.27,0.20,0.74,0.41,0.46,0.27,0.31,0.59,0.17,0.07,0.01,0.01,0.01,0.62,0.39,1.21,0.30,0.57,0.66,0.08
59150157,7555,0.49,0.48,0.25,0.21,0.80,0.39,0.42,0.29,0.38,0.48,0.08,0.13,0.01,0.02,0.01,0.72,0.95,1.24,0.14,0.61,0.65,0.06
59150158,14285,0.51,0.47,0.22,0.22,0.69,0.43,0.44,0.27,0.36,0.28,0.04,0.17,0.01,0.01,0.02,0.66,0.43,1.31,0.29,0.59,0.58,0.08
59150161,10895,0.41,0.48,0.26,0.23,0.72,0.38,0.37,0.28,0.35,0.79,0.06,0.04,0.00,0.00,0.00,0.83,0.74,1.56,0.28,0.61,0.63,0.05
59150164,2595,NULL,0.49,0.14,0.14,0.87,0.53,0.44,0.27,0.58,0.05,0.01,0.13,0.00,0.00,0.04,0.67,1.08,1.30,0.37,0.45,0.71,0.04
59150165,7880,0.36,0.48,0.27,0.20,0.70,0.41,0.49,0.28,0.39,0.33,0.09,0.11,0.01,0.01,0.03,0.51,0.88,1.09,0.32,0.56,0.67,0.06
59150169,8275,0.26,0.50,0.19,0.23,0.66,0.39,0.41,0.29,0.40,0.11,0.06,0.10,0.03,0.02,0.05,0.73,0.67,1.21,0.35,0.49,0.70,0.04
59150171,7615,0.50,0.50,0.23,0.20,0.65,0.40,0.45,0.3,0.35,0.26,0.11,0.29,0.03,0.03,0.03,0.62,1.18,1.06,0.31,0.51,0.65,0.07
59150173,6710,NULL,0.49,0.17,0.25,0.63,0.36,0.29,0.31,0.57,0.07,0.02,0.04,0.01,0.01,0.05,0.93,0.81,1.29,0.30,0.59,0.74,0.03
59150174,5770,0.42,0.47,0.21,0.25,0.71,0.42,0.36,0.27,0.48,0.52,0.05,0.05,0.01,0.02,0.01,0.81,0.54,1.30,0.13,0.69,0.66,0.06
59150177,7965,0.54,0.48,0.29,0.23,0.72,0.37,0.43,0.29,0.38,0.40,0.20,0.14,0.02,0.03,0.02,0.67,0.58,1.23,0.28,0.59,0.71,0.07
59150178,5875,0.24,0.50,0.24,0.24,0.70,0.40,0.47,0.28,0.43,0.13,0.12,0.05,0.03,0.02,0.05,0.55,0.72,1.01,0.19,0.59,0.74,0.06
59150186,5685,0.43,0.48,0.18,0.19,0.78,0.43,0.44,0.3,0.35,0.45,0.11,0.10,0.01,0.01,0.01,0.61,0.92,1.32,0.17,0.56,0.64,0.07
59150196,8230,0.07,0.52,0.22,0.20,0.77,0.39,0.48,0.31,0.32,0.10,0.14,0.32,0.03,0.03,0.05,0.60,0.75,1.00,0.34,0.41,0.65,0.07
59150202,10375,0.23,0.51,0.20,0.20,0.66,0.40,0.43,0.31,0.37,0.08,0.15,0.17,0.03,0.02,0.05,0.78,0.68,1.15,0.37,0.46,0.67,0.05
59150206,8920,0.35,0.50,0.18,0.21,0.61,0.39,0.39,0.31,0.38,0.04,0.05,0.40,0.01,0.01,0.03,0.78,0.71,1.23,0.34,0.44,0.68,0.08
59150208,8685,0.34,0.50,0.24,0.22,0.76,0.38,0.51,0.31,0.32,0.11,0.24,0.19,0.04,0.02,0.05,0.47,0.51,1.09,0.31,0.47,0.69,0.08
59150210,11800,0.47,0.50,0.23,0.21,0.63,0.37,0.40,0.32,0.30,0.02,0.06,0.71,0.01,0.01,0.02,0.59,0.67,0.97,0.35,0.37,0.64,0.08
59150211,12225,0.31,0.50,0.27,0.20,0.70,0.40,0.50,0.28,0.35,0.19,0.19,0.16,0.04,0.02,0.03,0.55,0.40,1.04,0.32,0.52,0.69,0.07
59150220,9215,0.13,0.50,0.18,0.20,0.64,0.40,0.37,0.3,0.48,0.06,0.05,0.05,0.01,0.02,0.04,0.86,0.63,1.14,0.32,0.54,0.69,0.05
59150221,5130,0.19,0.49,0.22,0.23,0.64,0.38,0.42,0.3,0.33,0.04,0.06,0.54,0.01,0.01,0.03,0.66,0.45,1.01,0.21,0.43,0.66,0.07
59150224,9125,0.36,0.50,0.22,0.20,0.62,0.38,0.40,0.32,0.30,0.04,0.09,0.70,0.03,0.01,0.02,0.62,0.81,0.84,0.35,0.36,0.65,0.09
59150232,7680,0.46,0.50,0.21,0.21,0.61,0.39,0.41,0.32,0.34,0.04,0.05,0.56,0.01,0.01,0.03,0.64,0.78,1.07,0.35,0.41,0.64,0.07
59150236,8170,0.36,0.49,0.19,0.21,0.62,0.40,0.40,0.31,0.35,0.10,0.16,0.34,0.01,0.01,0.03,0.76,0.72,1.13,0.34,0.45,0.66,0.06
59150247,5855,0.35,0.51,0.22,0.21,0.75,0.38,0.38,0.31,0.34,0.02,0.06,0.55,0.01,0.02,0.04,0.69,0.78,0.91,0.37,0.43,0.69,0.09
59150251,9180,0.04,0.49,0.17,0.20,0.60,0.42,0.34,0.3,0.49,0.11,0.10,0.28,0.01,0.01,0.02,0.86,0.91,1.11,0.33,0.52,0.65,0.06
59150267,5540,0.43,0.49,0.22,0.21,0.72,0.36,0.38,0.32,0.34,0.01,0.09,0.54,0.03,0.03,0.03,0.71,0.59,0.99,0.23,0.43,0.70,0.06
59150269,14415,0.20,0.48,0.11,0.17,0.54,0.46,0.36,0.29,0.63,0.07,0.02,0.02,0.01,0.00,0.03,0.84,1.17,1.56,0.30,0.60,0.61,0.05
59150277,7340,0.35,0.47,0.14,0.20,0.55,0.43,0.36,0.29,0.46,0.09,0.01,0.02,0.01,0.01,0.04,0.95,0.58,1.24,0.35,0.53,0.62,0.06
59150279,11295,0.33,0.48,0.17,0.26,0.60,0.35,0.33,0.32,0.50,0.08,0.09,0.12,0.02,0.01,0.04,0.92,0.66,1.19,0.32,0.54,0.76,0.04
59150283,6185,0.22,0.49,0.19,0.19,0.77,0.41,0.46,0.29,0.40,0.02,0.03,0.11,0.02,0.01,0.05,0.68,0.55,1.02,0.35,0.46,0.68,0.06
59150288,10205,0.15,0.47,0.12,0.19,0.54,0.47,0.35,0.28,0.55,0.20,0.01,0.07,0.01,0.01,0.02,0.86,1.05,1.34,0.28,0.62,0.54,0.05
59150292,6185,0.16,0.48,0.10,0.18,0.53,0.46,0.34,0.3,0.60,0.28,0.01,0.03,0.00,0.01,0.02,0.91,1.52,1.98,0.11,0.63,0.52,0.07
59150293,7285,0.30,0.45,0.17,0.16,0.61,0.48,0.60,0.26,0.31,0.03,0.06,0.03,0.01,0.01,0.08,0.44,0.25,0.83,0.34,0.39,0.53,0.07
59150295,9555,0.31,0.47,0.20,0.27,0.75,0.37,0.32,0.28,0.59,0.27,0.03,0.10,0.01,0.01,0.03,0.79,0.79,1.71,0.25,0.67,0.72,0.05
59150296,7815,0.20,0.45,0.12,0.17,0.52,0.49,0.42,0.27,0.44,0.20,0.03,0.04,0.00,0.01,0.03,0.76,0.84,1.26,0.13,0.60,0.47,0.05
59150298,8880,0.02,0.50,0.16,0.21,0.60,0.41,0.34,0.29,0.52,0.13,0.02,0.07,0.01,0.01,0.04,0.76,1.36,1.68,0.30,0.60,0.65,0.06
59150302,6270,0.06,0.51,0.13,0.18,0.57,0.46,0.37,0.28,0.50,0.02,0.02,0.03,0.01,0.01,0.05,0.85,0.81,1.35,0.36,0.47,0.61,0.03
59150303,5655,0.18,0.46,0.15,0.16,0.56,0.45,0.37,0.28,0.48,0.05,0.01,0.02,0.01,0.00,0.05,0.88,0.64,1.05,0.19,0.53,0.62,0.04
59150310,9160,0.02,0.51,0.18,0.19,0.61,0.42,0.36,0.31,0.48,0.10,0.05,0.39,0.01,0.01,0.02,0.77,1.16,1.11,0.32,0.51,0.63,0.05
59150311,6105,0.32,0.52,0.23,0.20,0.66,0.39,0.46,0.31,0.34,0.03,0.08,0.47,0.02,0.02,0.04,0.58,0.74,0.94,0.34,0.41,0.65,0.07
59150317,10825,0.35,0.48,0.18,0.18,0.64,0.43,0.40,0.29,0.39,0.51,0.10,0.09,0.00,0.01,0.02,0.77,1.34,1.53,0.30,0.57,0.59,0.06
59150321,10350,0.39,0.47,0.17,0.18,0.63,0.44,0.39,0.3,0.39,0.67,0.06,0.05,0.00,0.01,0.01,0.78,1.48,1.08,0.31,0.56,0.53,0.07
59150329,9920,1.50,0.46,0.20,0.20,0.71,0.44,0.43,0.27,0.33,0.65,0.10,0.05,0.00,0.01,0.01,0.74,0.45,1.23,0.28,0.57,0.61,0.05
59150332,11925,0.35,0.48,0.17,0.22,0.63,0.41,0.43,0.3,0.53,0.07,0.06,0.09,0.01,0.02,0.03,0.61,1.32,1.46,0.27,0.63,0.70,0.05
59150333,17105,0.77,0.47,0.21,0.23,0.69,0.43,0.49,0.27,0.45,0.08,0.09,0.15,0.01,0.02,0.03,0.52,0.73,1.32,0.24,0.67,0.68,0.06
59170015,8130,0.08,0.48,0.13,0.18,0.58,0.45,0.34,0.28,0.51,0.03,0.01,0.03,0.00,0.00,0.04,0.83,0.67,1.15,0.29,0.60,0.66,0.04
59170017,2225,0.01,0.51,0.15,0.21,0.66,0.42,0.31,0.28,0.52,0.01,0.00,0.02,0.00,0.00,0.07,0.88,0.76,1.28,0.33,0.47,0.74,0.05
59170024,10550,0.06,0.50,0.19,0.21,0.63,0.40,0.41,0.28,0.46,0.05,0.04,0.06,0.02,0.01,0.05,0.75,0.62,1.13,0.29,0.57,0.68,0.06
59170025,9360,0.15,0.47,0.22,0.21,0.63,0.41,0.45,0.27,0.40,0.04,0.02,0.02,0.01,0.01,0.09,0.68,0.39,1.25,0.34,0.51,0.70,0.06
59170027,7720,0.06,0.49,0.21,0.24,0.64,0.36,0.36,0.29,0.45,0.03,0.01,0.02,0.01,0.01,0.06,0.74,0.52,1.29,0.33,0.54,0.75,0.06
59170031,9010,0.17,0.49,0.18,0.18,0.58,0.44,0.41,0.28,0.44,0.17,0.02,0.07,0.00,0.01,0.03,0.77,0.68,1.27,0.29,0.60,0.59,0.06
59170048,8445,0.39,0.49,0.32,0.21,0.79,0.39,0.57,0.26,0.36,0.09,0.07,0.05,0.03,0.01,0.06,0.39,0.50,1.00,0.28,0.58,0.75,0.06
59170055,5550,0.32,0.44,0.14,0.16,0.51,0.50,0.47,0.27,0.57,0.05,0.02,0.02,0.01,0.01,0.04,0.57,0.91,1.11,0.22,0.69,0.61,0.05
59170057,6335,0.76,0.43,0.29,0.18,0.68,0.49,0.62,0.23,0.42,0.03,0.02,0.02,0.02,0.01,0.05,0.31,0.47,0.98,0.13,0.69,0.66,0.06
59190008,450,NULL,0.50,0.23,0.16,0.52,0.29,0.52,0.33,0.17,0.00,0.00,0.00,0.00,0.00,0.99,0.67,NULL,NULL,0.17,0.19,0.46,0.38
59190011,7365,NULL,0.50,0.13,0.19,0.60,0.44,0.36,0.27,0.40,0.02,0.01,0.01,0.00,0.00,0.08,0.82,0.44,1.02,0.28,0.55,0.64,0.07
59190014,170,0.01,0.53,0.26,0.18,0.68,0.34,0.54,0.31,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.86,NULL,NULL,0.20,0.40,0.48,0.17
59190015,100,0.08,0.55,0.25,0.20,0.65,0.30,0.71,0.34,NULL,0.00,0.00,0.00,0.00,0.00,0.95,0.75,NULL,NULL,0.27,0.40,0.40,0.33
59190019,4945,0.24,0.44,0.13,0.14,0.50,0.51,0.56,0.26,0.29,0.01,0.01,0.01,0.01,0.00,0.15,0.54,0.26,0.83,0.18,0.47,0.49,0.09
59190021,265,0.12,0.49,0.02,0.00,0.48,0.71,0.48,0.21,0.11,0.04,0.00,0.04,0.00,0.00,0.04,0.97,0.06,0.00,0.26,0.10,0.14,0.00
59190022,85,0.01,0.47,0.12,0.06,0.96,0.60,0.25,0.2,NULL,0.00,0.00,0.00,0.00,0.00,0.11,0.70,0.82,0.00,0.28,0.61,0.61,0.18
59210004,8945,0.05,0.45,0.06,0.09,0.39,0.60,0.32,0.23,0.42,0.01,0.01,0.00,0.00,0.00,0.04,0.86,0.49,1.10,0.10,0.63,0.35,0.06
59210010,7290,0.19,0.46,0.11,0.15,0.51,0.49,0.38,0.27,0.43,0.08,0.01,0.05,0.01,0.00,0.05,0.79,0.50,1.09,0.15,0.57,0.54,0.07
59210012,5925,0.16,0.48,0.14,0.18,0.57,0.45,0.31,0.27,0.46,0.08,0.02,0.04,0.00,0.01,0.06,0.85,0.54,1.27,0.17,0.60,0.58,0.07
59210015,9360,0.06,0.49,0.19,0.19,0.60,0.41,0.38,0.28,0.40,0.03,0.03,0.02,0.01,0.01,0.08,0.77,0.40,1.12,0.30,0.54,0.63,0.08
59210019,6720,0.15,0.49,0.28,0.17,0.77,0.38,0.56,0.27,0.31,0.05,0.04,0.03,0.01,0.01,0.12,0.54,0.30,0.89,0.34,0.49,0.60,0.11
59210025,7060,0.01,0.51,0.14,0.19,0.61,0.45,0.36,0.26,0.43,0.01,0.01,0.00,0.00,0.00,0.08,0.85,0.44,0.99,0.31,0.51,0.62,0.08
59230001,4570,NULL,0.52,0.25,0.23,0.70,0.40,0.46,0.27,0.36,0.03,0.02,0.00,0.00,0.00,0.15,0.64,0.50,0.97,0.27,0.61,0.76,0.07
59230005,625,0.05,0.51,0.23,0.16,0.56,0.30,0.43,0.34,0.19,0.00,0.00,0.00,0.00,0.00,0.96,0.69,NULL,NULL,0.15,0.51,0.59,0.23
59230008,90,0.10,0.61,0.28,0.17,0.85,0.38,0.56,0.27,NULL,0.00,0.00,0.00,0.00,0.00,0.95,1.00,NULL,NULL,0.25,0.38,0.69,0.18
59240001,6110,NULL,0.51,0.11,0.15,0.58,0.49,0.37,0.25,0.33,0.01,0.01,0.00,0.00,0.00,0.08,0.80,0.29,0.69,0.19,0.54,0.55,0.10
59240017,65,NULL,0.46,0.15,0.31,0.89,0.46,0.42,0.25,NULL,0.00,0.00,0.00,0.00,0.00,1.00,0.50,NULL,NULL,0.27,0.45,0.50,0.00
59240020,8520,0.19,0.48,0.15,0.17,0.57,0.45,0.41,0.27,0.41,0.02,0.02,0.01,0.00,0.01,0.10,0.75,0.33,1.00,0.31,0.51,0.58,0.09
59240024,205,0.04,0.56,0.24,0.24,0.71,0.38,0.57,0.28,NULL,0.00,0.00,0.00,0.00,0.00,0.95,0.27,NULL,NULL,0.34,0.23,0.49,0.23
59260001,8620,NULL,0.51,0.13,0.17,0.63,0.46,0.33,0.27,0.39,0.01,0.00,0.00,0.00,0.00,0.07,0.85,0.46,0.87,0.30,0.55,0.63,0.08
59260003,15150,0.07,0.47,0.13,0.16,0.53,0.48,0.40,0.26,0.39,0.03,0.01,0.01,0.01,0.00,0.07,0.75,0.37,0.95,0.32,0.52,0.53,0.09
59260006,14030,0.08,0.47,0.11,0.16,0.52,0.48,0.37,0.26,0.41,0.02,0.01,0.01,0.00,0.00,0.08,0.77,0.39,0.99,0.28,0.58,0.54,0.07
59260008,40,0.04,0.50,0.13,0.38,0.63,0.32,0.33,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59260009,220,0.04,0.52,0.14,0.16,0.84,0.47,0.53,0.26,NULL,0.00,0.00,0.00,0.00,0.00,0.52,0.95,NULL,NULL,0.24,0.39,0.59,0.09
59310009,130,0.01,0.54,0.27,0.15,0.85,0.40,0.52,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.89,0.80,NULL,NULL,0.48,0.26,0.48,0.00
59310011,110,0.01,0.55,0.14,0.23,0.73,0.42,0.42,0.28,NULL,0.00,0.00,0.00,0.00,0.00,1.00,0.78,NULL,NULL,0.21,0.47,0.68,0.23
59310015,65,NULL,0.54,0.23,0.15,1.17,0.49,0.50,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.77,0.57,NULL,NULL,0.25,0.33,0.42,0.40
59310017,40,NULL,0.50,0.25,0.50,0.88,0.32,0.50,0.4,NULL,0.00,0.00,0.00,0.00,0.00,0.88,1.00,NULL,NULL,0.33,0.67,0.67,0.50
59310026,60,NULL,0.50,0.17,0.17,0.50,0.33,0.57,0.23,NULL,0.17,0.00,0.17,0.00,0.00,0.83,0.75,NULL,NULL,0.38,0.25,0.50,0.50
59310028,160,0.12,0.50,0.28,0.22,0.73,0.34,0.63,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.56,NULL,NULL,0.41,0.26,0.52,0.14
59310033,105,0.04,0.48,0.38,0.14,0.85,0.35,0.53,0.27,NULL,0.00,0.00,0.00,0.00,0.00,0.95,0.80,NULL,NULL,0.35,0.35,0.65,0.18
59330013,295,NULL,0.51,0.17,0.19,0.69,0.37,0.53,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.92,0.83,NULL,NULL,0.32,0.34,0.59,0.12
59330016,70,NULL,0.43,0.21,0.14,0.89,0.41,0.55,0.22,NULL,0.00,0.00,0.00,0.00,0.00,0.86,0.50,NULL,NULL,0.25,0.33,0.58,0.29
59330017,60,NULL,0.50,0.17,0.25,0.67,0.37,0.40,0.25,NULL,0.00,0.00,0.00,0.00,0.00,0.83,0.75,NULL,NULL,0.30,0.60,0.90,0.22
59330041,40,0.03,0.38,0.25,0.25,1.38,0.41,0.67,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.89,0.50,NULL,NULL,0.33,0.50,0.29,0.00
59330055,140,0.01,0.54,0.14,0.25,0.64,0.33,0.63,0.34,NULL,0.00,0.00,0.00,0.00,0.00,0.96,0.78,NULL,NULL,0.40,0.25,0.50,0.20
59330059,12455,NULL,0.50,0.14,0.17,0.61,0.46,0.38,0.26,0.41,0.02,0.01,0.03,0.01,0.00,0.17,0.75,0.33,0.85,0.30,0.47,0.59,0.08
59330063,80,0.04,0.56,0.13,0.13,0.78,0.45,0.53,0.23,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.71,NULL,NULL,0.33,0.27,0.53,0.25
59330064,6230,0.02,0.50,0.16,0.20,0.75,0.40,0.31,0.28,0.50,0.01,0.00,0.00,0.00,0.00,0.09,0.93,0.45,1.09,0.19,0.54,0.68,0.06
59330077,70,0.01,0.50,0.21,0.07,0.67,0.34,0.60,0.28,NULL,0.00,0.00,0.00,0.00,0.00,1.00,1.33,NULL,NULL,0.40,0.40,0.64,0.57
59330085,40,NULL,0.63,0.13,0.25,1.25,0.41,0.43,0.35,NULL,0.00,0.00,0.00,0.00,0.00,0.88,1.33,NULL,NULL,0.25,0.63,0.50,0.00
59330607,8390,0.02,0.52,0.30,0.17,0.67,0.41,0.50,0.26,0.46,0.07,0.01,0.06,0.01,0.01,0.08,0.64,0.43,1.13,0.12,0.61,0.65,0.07
59350003,10710,NULL,0.50,0.15,0.18,0.60,0.44,0.34,0.28,0.53,0.02,0.01,0.05,0.00,0.01,0.06,0.85,0.67,1.11,0.31,0.54,0.65,0.07
59350010,7195,0.21,0.48,0.30,0.18,0.70,0.45,0.56,0.24,0.41,0.02,0.02,0.01,0.01,0.01,0.08,0.47,0.42,1.26,0.29,0.58,0.68,0.08
59350011,8940,0.22,0.49,0.26,0.17,0.64,0.43,0.51,0.27,0.38,0.03,0.01,0.01,0.01,0.01,0.06,0.54,0.45,1.14,0.32,0.55,0.70,0.07
59350014,9585,0.17,0.50,0.22,0.20,0.63,0.40,0.47,0.28,0.34,0.02,0.04,0.10,0.00,0.01,0.08,0.71,0.39,1.20,0.35,0.44,0.69,0.08
59350016,7740,0.33,0.47,0.23,0.16,0.60,0.48,0.53,0.24,0.33,0.03,0.02,0.01,0.00,0.01,0.06,0.54,0.38,1.06,0.31,0.54,0.58,0.07
59350017,5430,0.03,0.49,0.11,0.13,0.55,0.51,0.29,0.24,0.40,0.01,0.01,0.01,0.00,0.00,0.06,0.86,0.50,1.12,0.17,0.57,0.51,0.09
59350019,8150,0.38,0.47,0.24,0.18,0.61,0.42,0.57,0.26,0.29,0.02,0.03,0.04,0.02,0.01,0.10,0.53,0.26,1.01,0.33,0.46,0.64,0.08
