geo_code,population,population_density_div10K,male,young,middle_age,drinking_age,population_age_avg_div100,single,family_size_avg_div10,market_income_avg_div100K,East_Asian,Southeast_Asian,West_Asian,Black,Latin_American,Aboriginal,dwelling_ownership,dwelling_value_avg_div1M,rent_price_avg_div_1K,secondary_education,postsecondary_education,in_labor_force_pct,Unemployment_rate
59350022,9590,0.03,0.50,0.16,0.19,0.78,0.42,0.31,0.28,0.55,0.01,0.01,0.04,0.01,0.00,0.06,0.87,0.61,1.30,0.32,0.55,0.65,0.07
59370015,10650,0.02,0.49,0.12,0.18,0.58,0.44,0.32,0.29,0.51,0.02,0.01,0.01,0.00,0.00,0.05,0.90,0.58,1.16,0.28,0.59,0.63,0.07
59390007,55,NULL,0.45,0.00,0.27,1.04,0.51,0.40,0.23,NULL,0.00,0.00,0.00,0.00,0.00,0.70,0.67,NULL,NULL,0.33,0.33,0.56,0.00
59390010,130,NULL,0.46,0.12,0.12,0.81,0.48,0.55,0.26,NULL,0.00,0.00,0.00,0.00,0.00,0.52,1.00,NULL,NULL,0.38,0.43,0.48,0.20
59410002,5280,NULL,0.52,0.12,0.19,0.80,0.44,0.34,0.27,0.41,0.01,0.01,0.00,0.00,0.00,0.12,0.89,0.23,0.71,0.32,0.41,0.60,0.12
59410021,90,NULL,0.56,0.28,0.17,0.73,0.34,0.62,0.35,NULL,0.00,0.00,0.00,0.00,0.00,1.00,NULL,NULL,NULL,0.23,0.15,0.46,0.50
59410026,9875,0.03,0.49,0.17,0.18,0.58,0.42,0.45,0.28,0.42,0.02,0.01,0.05,0.00,0.00,0.16,0.63,0.21,0.74,0.33,0.39,0.58,0.11
59410041,195,0.01,0.51,0.21,0.23,0.77,0.36,0.50,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.95,0.50,NULL,NULL,0.13,0.17,0.47,0.21
59410044,6990,NULL,0.52,0.15,0.19,0.63,0.42,0.33,0.27,0.44,0.00,0.01,0.01,0.01,0.00,0.17,0.88,0.25,0.83,0.34,0.44,0.66,0.09
59410046,345,NULL,0.55,0.19,0.19,0.78,0.42,0.56,0.28,0.21,0.00,0.00,0.00,0.00,0.03,0.99,0.50,NULL,NULL,0.19,0.14,0.47,0.39
59410067,5990,NULL,0.52,0.09,0.14,0.61,0.51,0.30,0.24,0.33,0.01,0.00,0.00,0.00,0.00,0.10,0.90,0.33,0.83,0.31,0.45,0.49,0.12
59410069,80,0.01,0.63,0.25,0.25,0.84,0.38,0.67,0.32,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.67,NULL,NULL,0.17,0.33,0.58,0.00
59430009,75,NULL,0.53,0.33,0.07,0.76,0.34,0.73,0.28,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.43,NULL,NULL,0.25,0.33,0.75,0.00
59430010,465,0.02,0.47,0.11,0.18,0.75,0.43,0.55,0.28,0.24,0.00,0.00,0.00,0.00,0.00,0.98,0.55,NULL,NULL,0.10,0.36,0.36,0.15
59470002,40,NULL,0.50,0.00,0.13,1.38,0.59,0.43,0.2,NULL,0.00,0.00,0.00,0.00,0.00,0.25,0.80,0.37,0.00,0.25,0.50,0.50,0.00
59470006,12685,0.01,0.51,0.19,0.19,0.61,0.40,0.45,0.28,0.45,0.03,0.05,0.03,0.01,0.00,0.35,0.60,0.31,0.86,0.32,0.42,0.68,0.12
59470007,835,0.02,0.47,0.18,0.19,0.61,0.39,0.45,0.29,0.31,0.01,0.01,0.00,0.00,0.00,0.85,0.81,NULL,NULL,0.26,0.38,0.69,0.12
59490003,55,0.01,0.64,0.27,0.09,0.62,0.34,0.43,0.25,NULL,0.20,0.00,0.00,0.00,0.00,1.10,NULL,NULL,NULL,0.29,0.43,0.71,0.60
59490016,190,0.02,0.53,0.13,0.18,0.74,0.40,0.63,0.27,NULL,0.00,0.00,0.00,0.00,0.00,1.00,0.80,NULL,NULL,0.17,0.47,0.53,0.31
59490019,110,0.01,0.59,0.18,0.23,0.72,0.38,0.56,0.28,NULL,0.00,0.00,0.00,0.00,0.00,1.00,0.63,NULL,NULL,0.28,0.22,0.50,0.22
59490020,335,0.01,0.52,0.19,0.18,0.70,0.38,0.53,0.28,0.27,0.03,0.03,0.00,0.00,0.00,0.97,0.86,NULL,NULL,0.25,0.48,0.64,0.18
59490027,90,0.12,0.44,0.17,0.17,0.75,0.41,0.60,0.3,NULL,0.00,0.00,0.00,0.00,0.00,0.94,0.80,NULL,NULL,0.27,0.40,0.56,0.44
59490028,8140,NULL,0.52,0.18,0.19,0.63,0.41,0.38,0.28,0.57,0.02,0.01,0.02,0.01,0.01,0.12,0.80,0.29,1.04,0.32,0.48,0.63,0.13
59510001,7915,NULL,0.51,0.16,0.18,0.62,0.41,0.36,0.28,0.45,0.01,0.01,0.01,0.01,0.00,0.19,0.77,0.18,0.74,0.33,0.42,0.65,0.13
59510003,6585,NULL,0.51,0.16,0.19,0.73,0.39,0.31,0.29,0.46,0.00,0.01,0.00,0.00,0.00,0.08,0.89,0.36,0.84,0.30,0.53,0.72,0.10
59510005,195,0.01,0.54,0.21,0.21,0.72,0.37,0.63,0.28,NULL,0.00,0.00,0.00,0.00,0.00,0.95,0.46,NULL,NULL,0.06,0.45,0.45,0.36
59510017,85,NULL,0.53,0.29,0.18,0.65,0.26,0.64,0.28,NULL,0.00,0.00,0.00,0.00,0.00,0.89,0.40,NULL,NULL,0.18,0.18,0.55,0.67
59530004,1245,NULL,0.55,0.14,0.20,0.67,0.43,0.34,0.27,0.58,0.01,0.01,0.00,0.00,0.00,0.10,0.89,0.24,0.59,0.21,0.55,0.63,0.13
59530005,3525,NULL,0.51,0.13,0.20,0.75,0.41,0.28,0.29,0.61,0.01,0.02,0.00,0.00,0.00,0.09,0.95,0.40,1.09,0.30,0.53,0.70,0.06
59530011,6450,0.15,0.49,0.22,0.19,0.76,0.39,0.42,0.28,0.48,0.04,0.01,0.06,0.01,0.01,0.12,0.77,0.28,1.05,0.32,0.54,0.70,0.06
59530012,8890,0.22,0.50,0.27,0.18,0.63,0.38,0.52,0.28,0.41,0.04,0.02,0.02,0.02,0.01,0.19,0.53,0.26,0.89,0.35,0.46,0.68,0.10
59530013,6745,0.21,0.49,0.25,0.19,0.77,0.39,0.46,0.28,0.41,0.03,0.06,0.11,0.02,0.00,0.14,0.61,0.27,1.03,0.33,0.46,0.69,0.09
59550003,235,NULL,0.49,0.26,0.17,0.63,0.33,0.50,0.38,NULL,0.00,0.00,0.00,0.00,0.00,0.96,0.38,NULL,NULL,0.09,0.21,0.73,0.29
59550014,12180,0.05,0.49,0.26,0.18,0.64,0.37,0.48,0.29,0.50,0.01,0.04,0.03,0.01,0.00,0.17,0.61,0.30,1.12,0.30,0.46,0.71,0.12
59590001,4830,NULL,0.52,0.22,0.22,0.68,0.36,0.38,0.29,0.60,0.01,0.05,0.01,0.01,0.00,0.19,0.71,0.29,0.97,0.24,0.43,0.75,0.13
59550007,120,NULL,0.46,0.21,0.21,0.74,0.38,0.75,0.34,NULL,0.00,0.00,0.00,0.00,0.00,0.88,NULL,NULL,NULL,0.10,0.40,0.62,0.23
59550008,8240,NULL,0.52,0.19,0.21,0.62,0.37,0.31,0.3,0.70,0.01,0.01,0.00,0.00,0.00,0.13,0.86,0.53,1.22,0.29,0.45,0.72,0.11
59550011,6715,NULL,0.52,0.17,0.19,0.75,0.40,0.31,0.28,0.57,0.01,0.00,0.00,0.00,0.00,0.15,0.89,0.39,0.99,0.30,0.47,0.71,0.12
59570001,230,NULL,0.54,0.20,0.17,0.80,0.44,0.45,0.27,NULL,0.00,0.00,0.00,0.00,0.00,0.33,0.70,0.22,0.51,0.29,0.42,0.61,0.25
59570004,40,NULL,0.38,0.38,0.00,0.63,0.36,0.50,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59010001,10775,NULL,0.50,0.14,0.18,0.59,0.46,0.34,0.26,0.43,0.01,0.01,0.00,0.00,0.00,0.07,0.82,0.43,1.01,0.28,0.56,0.64,0.08
59010006,7425,0.01,0.50,0.15,0.19,0.57,0.45,0.37,0.27,0.41,0.01,0.01,0.00,0.00,0.00,0.06,0.74,0.28,0.90,0.28,0.58,0.62,0.09
59030002,8955,NULL,0.51,0.13,0.18,0.60,0.46,0.36,0.26,0.38,0.01,0.01,0.00,0.00,0.00,0.07,0.83,0.36,0.78,0.26,0.52,0.59,0.09
59030003,7920,NULL,0.52,0.12,0.19,0.64,0.46,0.40,0.26,0.33,0.01,0.01,0.01,0.00,0.00,0.08,0.80,0.33,0.78,0.26,0.57,0.60,0.10
59030006,8040,0.04,0.49,0.17,0.18,0.57,0.45,0.41,0.27,0.40,0.01,0.01,0.03,0.01,0.00,0.07,0.78,0.30,0.88,0.29,0.56,0.60,0.08
59030008,110,NULL,0.45,0.27,0.32,0.72,0.32,0.67,0.32,NULL,0.00,0.00,0.00,0.00,0.00,0.91,0.38,NULL,NULL,0.17,0.44,0.61,0.27
59032000,7735,NULL,0.50,0.13,0.20,0.61,0.45,0.37,0.26,0.38,0.02,0.00,0.00,0.00,0.00,0.05,0.84,0.45,0.94,0.28,0.62,0.63,0.09
59050002,11655,NULL,0.51,0.15,0.19,0.79,0.43,0.34,0.27,0.47,0.01,0.01,0.00,0.00,0.00,0.06,0.84,0.31,0.87,0.26,0.60,0.63,0.07
59070009,9915,0.12,0.45,0.12,0.13,0.47,0.55,0.44,0.24,0.39,0.01,0.03,0.04,0.00,0.00,0.08,0.71,0.34,1.16,0.31,0.49,0.47,0.10
59070017,80,NULL,0.50,0.25,0.06,0.83,0.40,0.50,0.32,NULL,0.00,0.00,0.00,0.00,0.00,0.88,1.00,NULL,NULL,0.23,0.31,0.54,0.29
59070111,15430,NULL,0.48,0.10,0.13,0.54,0.53,0.36,0.25,0.31,0.01,0.01,0.10,0.00,0.01,0.05,0.77,0.41,0.92,0.31,0.48,0.49,0.08
59090003,80,0.03,0.56,0.19,0.13,0.45,0.29,0.64,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59090010,65,0.03,0.69,0.15,0.23,0.73,0.38,0.64,0.3,NULL,0.00,0.00,0.00,0.00,0.00,1.00,0.80,NULL,NULL,0.30,0.40,0.80,0.00
59090023,50,0.01,0.50,0.00,0.20,1.00,0.41,0.43,0.27,NULL,0.20,0.00,0.00,0.00,0.00,0.70,1.00,NULL,NULL,0.29,0.29,0.38,0.00
59090030,115,0.01,0.52,0.17,0.13,0.57,0.32,0.44,0.35,NULL,0.00,0.00,0.00,0.00,0.00,0.96,0.33,NULL,NULL,0.25,0.44,0.50,0.50
59090031,1470,0.03,0.48,0.10,0.14,0.55,0.52,0.33,0.24,0.35,0.03,0.01,0.01,0.01,0.01,0.07,0.80,0.42,0.89,0.29,0.59,0.49,0.09
59090042,765,NULL,0.50,0.24,0.14,0.54,0.30,0.52,0.33,0.21,0.00,0.01,0.00,0.00,0.00,0.94,0.71,NULL,NULL,0.13,0.48,0.58,0.23
59090043,215,0.03,0.44,0.07,0.16,0.88,0.54,0.38,0.23,NULL,0.00,0.00,0.00,0.00,0.00,0.18,0.87,NULL,NULL,0.30,0.47,0.50,0.15
59090046,8605,0.04,0.48,0.18,0.17,0.55,0.45,0.44,0.28,0.35,0.02,0.04,0.01,0.01,0.01,0.10,0.73,0.37,1.02,0.36,0.44,0.60,0.07
59090074,8150,0.13,0.47,0.15,0.14,0.50,0.48,0.39,0.27,0.36,0.03,0.01,0.02,0.00,0.01,0.08,0.80,0.39,1.02,0.34,0.48,0.54,0.05
59090075,175,0.01,0.54,0.23,0.20,0.71,0.36,0.64,0.27,NULL,0.00,0.00,0.00,0.00,0.00,0.89,0.75,NULL,NULL,0.25,0.43,0.54,0.20
59090077,205,0.01,0.51,0.22,0.17,0.60,0.33,0.67,0.29,NULL,0.17,0.00,0.00,0.00,0.05,0.90,0.86,NULL,NULL,0.31,0.38,0.52,0.20
59090078,840,0.12,0.48,0.12,0.12,0.46,0.53,0.33,0.25,0.26,0.03,0.01,0.00,0.00,0.01,0.32,0.95,NULL,NULL,0.11,0.46,0.36,0.07
59090080,45,0.02,0.56,0.11,0.11,0.56,0.35,0.71,0.2,NULL,0.00,0.00,0.00,0.00,0.00,1.13,1.00,NULL,NULL,0.43,0.29,0.57,0.00
59090092,13545,0.01,0.51,0.19,0.19,0.59,0.39,0.35,0.31,0.48,0.03,0.03,0.23,0.01,0.00,0.05,0.77,0.87,1.03,0.33,0.46,0.69,0.04
59090093,11445,0.26,0.50,0.26,0.20,0.66,0.37,0.47,0.28,0.39,0.05,0.02,0.05,0.02,0.01,0.08,0.55,0.44,0.92,0.35,0.48,0.68,0.06
59150002,3680,0.01,0.48,0.10,0.20,0.59,0.45,0.31,0.28,0.61,0.03,0.01,0.01,0.01,0.01,0.04,0.83,0.94,1.40,0.21,0.72,0.69,0.03
59150010,7050,0.03,0.49,0.19,0.21,0.64,0.41,0.41,0.29,0.51,0.07,0.06,0.09,0.01,0.01,0.04,0.77,0.96,1.57,0.14,0.63,0.71,0.04
59150013,6095,0.17,0.48,0.12,0.19,0.57,0.43,0.36,0.31,0.88,0.16,0.02,0.10,0.00,0.01,0.02,0.85,1.77,2.21,0.09,0.69,0.61,0.06
59150015,6000,0.25,0.49,0.14,0.18,0.58,0.44,0.38,0.3,0.71,0.09,0.01,0.13,0.00,0.01,0.02,0.79,1.67,1.81,0.11,0.68,0.63,0.06
59150018,8075,0.23,0.49,0.17,0.22,0.67,0.43,0.42,0.28,0.51,0.07,0.04,0.26,0.00,0.01,0.02,0.67,1.01,1.36,0.11,0.71,0.66,0.06
59150019,13285,0.30,0.51,0.27,0.23,0.77,0.46,0.52,0.23,0.59,0.09,0.03,0.09,0.01,0.03,0.03,0.26,1.00,1.48,0.19,0.76,0.69,0.06
59150020,6440,0.25,0.49,0.21,0.24,0.67,0.38,0.44,0.29,0.47,0.12,0.06,0.16,0.02,0.01,0.04,0.67,0.88,1.51,0.13,0.69,0.73,0.05
59150028,7735,0.26,0.48,0.15,0.21,0.61,0.42,0.41,0.29,0.51,0.10,0.03,0.09,0.01,0.02,0.02,0.62,1.09,1.30,0.14,0.62,0.68,0.05
59150031,7925,0.65,0.47,0.33,0.25,0.89,0.41,0.51,0.24,0.63,0.13,0.02,0.04,0.01,0.01,0.03,0.44,0.97,1.39,0.10,0.79,0.78,0.05
59150032,7765,1.07,0.46,0.38,0.23,0.80,0.42,0.55,0.22,0.61,0.06,0.02,0.04,0.01,0.02,0.03,0.29,0.84,1.41,0.11,0.80,0.79,0.05
59150036,7165,0.93,0.54,0.50,0.25,0.89,0.37,0.58,0.22,0.64,0.25,0.04,0.12,0.01,0.04,0.02,0.38,0.75,1.72,0.11,0.80,0.76,0.04
59150041,7285,0.53,0.58,0.17,0.22,0.79,0.49,0.77,0.26,0.33,0.32,0.07,0.01,0.03,0.03,0.11,0.11,0.63,0.63,0.16,0.45,0.44,0.09
59150042,9110,2.40,0.54,0.40,0.23,0.85,0.42,0.57,0.22,0.45,0.07,0.03,0.07,0.01,0.05,0.03,0.21,0.61,1.31,0.22,0.73,0.76,0.04
59150046,11810,2.57,0.53,0.35,0.26,0.84,0.42,0.51,0.23,0.72,0.20,0.04,0.13,0.01,0.03,0.02,0.46,1.05,1.52,0.19,0.77,0.73,0.06
59150050,6975,2.02,0.49,0.21,0.25,0.72,0.44,0.42,0.26,0.79,0.23,0.02,0.12,0.01,0.02,0.02,0.55,1.10,1.91,0.10,0.77,0.68,0.05
59150053,1655,0.09,0.49,0.17,0.18,0.73,0.40,0.47,0.3,0.49,0.12,0.02,0.03,0.00,0.02,0.48,0.72,NULL,NULL,0.30,0.54,0.61,0.09
59150055,7755,0.22,0.47,0.18,0.18,0.59,0.43,0.44,0.31,1.03,0.49,0.02,0.04,0.01,0.00,0.01,0.84,3.05,2.14,0.10,0.65,0.51,0.05
59150058,13855,0.89,0.49,0.37,0.27,0.81,0.39,0.42,0.24,0.72,0.21,0.04,0.05,0.01,0.01,0.02,0.54,0.81,1.71,0.15,0.72,0.82,0.04
59150059,10055,0.29,0.50,0.23,0.22,0.69,0.41,0.47,0.29,0.43,0.35,0.08,0.03,0.01,0.02,0.05,0.64,1.22,1.20,0.28,0.53,0.67,0.05
59150061,8430,0.18,0.48,0.16,0.18,0.57,0.43,0.38,0.31,0.96,0.37,0.01,0.02,0.00,0.01,0.01,0.83,3.03,2.03,0.09,0.70,0.58,0.07
59150062,9230,0.58,0.51,0.36,0.28,0.81,0.39,0.56,0.24,0.48,0.10,0.09,0.04,0.02,0.02,0.07,0.38,0.48,1.08,0.19,0.72,0.78,0.05
59150066,6850,0.51,0.43,0.16,0.18,0.56,0.46,0.48,0.28,0.65,0.47,0.01,0.05,0.00,0.01,0.02,0.49,2.08,1.65,0.09,0.67,0.50,0.08
59150073,9155,0.06,0.48,0.25,0.26,0.80,0.38,0.41,0.27,0.53,0.10,0.03,0.08,0.01,0.02,0.04,0.63,0.61,1.35,0.24,0.68,0.75,0.06
59150075,7105,0.43,0.46,0.20,0.19,0.64,0.43,0.48,0.28,0.60,0.49,0.03,0.03,0.00,0.01,0.01,0.51,2.45,1.42,0.10,0.66,0.54,0.09
59150078,10095,0.36,0.46,0.21,0.18,0.63,0.44,0.45,0.29,0.49,0.61,0.04,0.07,0.00,0.01,0.01,0.59,2.49,1.56,0.26,0.62,0.51,0.06
59150084,7000,0.46,0.48,0.21,0.21,0.67,0.43,0.50,0.29,0.36,0.43,0.13,0.03,0.02,0.00,0.04,0.51,1.14,1.03,0.29,0.50,0.64,0.07
59150087,5745,0.37,0.50,0.20,0.20,0.63,0.42,0.41,0.29,0.40,0.44,0.05,0.04,0.01,0.02,0.02,0.74,1.46,1.15,0.16,0.51,0.59,0.06
59150094,12155,0.77,0.49,0.23,0.21,0.68,0.41,0.48,0.29,0.32,0.51,0.20,0.08,0.01,0.02,0.01,0.57,1.29,1.11,0.31,0.41,0.63,0.07
59150097,12115,0.02,0.49,0.19,0.27,0.71,0.35,0.29,0.31,0.53,0.34,0.06,0.10,0.01,0.02,0.02,0.90,1.04,1.57,0.26,0.64,0.72,0.05
59150100,10930,0.69,0.49,0.25,0.20,0.70,0.41,0.51,0.29,0.33,0.45,0.20,0.08,0.00,0.02,0.02,0.60,1.17,1.07,0.32,0.45,0.65,0.06
59150101,6130,0.36,0.50,0.22,0.19,0.64,0.42,0.45,0.29,0.42,0.45,0.06,0.06,0.02,0.01,0.02,0.61,1.49,1.18,0.16,0.53,0.57,0.07
59150102,6615,0.42,0.48,0.22,0.20,0.65,0.41,0.46,0.3,0.34,0.31,0.13,0.37,0.01,0.02,0.01,0.56,1.42,1.09,0.16,0.51,0.61,0.06
59150105,8690,0.17,0.50,0.22,0.19,0.66,0.42,0.45,0.3,0.38,0.38,0.15,0.12,0.02,0.02,0.01,0.65,1.07,0.98,0.30,0.56,0.63,0.06
59150109,9005,0.25,0.48,0.15,0.22,0.62,0.42,0.37,0.29,0.57,0.15,0.03,0.07,0.01,0.01,0.03,0.82,0.91,1.26,0.27,0.63,0.66,0.05
59150130,7280,0.15,0.49,0.20,0.19,0.63,0.42,0.39,0.3,0.52,0.35,0.07,0.16,0.02,0.03,0.02,0.74,1.72,1.34,0.14,0.59,0.61,0.06
59150131,11750,0.41,0.46,0.17,0.20,0.64,0.43,0.44,0.29,0.41,0.34,0.11,0.07,0.02,0.02,0.03,0.59,0.73,1.10,0.27,0.58,0.63,0.04
59150134,10445,0.32,0.48,0.28,0.19,0.73,0.40,0.40,0.29,0.33,0.76,0.09,0.06,0.00,0.01,0.00,0.78,0.76,1.44,0.31,0.54,0.65,0.06
59150137,10240,1.01,0.48,0.30,0.20,0.74,0.41,0.47,0.26,0.33,0.54,0.05,0.10,0.01,0.01,0.01,0.52,0.52,1.23,0.28,0.60,0.56,0.07
59150139,6795,0.06,0.50,0.20,0.19,0.65,0.41,0.40,0.29,0.44,0.33,0.08,0.15,0.01,0.01,0.02,0.78,1.41,1.26,0.17,0.57,0.66,0.05
59150140,8695,0.47,0.50,0.24,0.22,0.71,0.41,0.47,0.28,0.39,0.34,0.05,0.09,0.01,0.02,0.02,0.58,0.55,1.21,0.30,0.59,0.65,0.07
59150141,8910,0.47,0.49,0.20,0.22,0.75,0.38,0.39,0.3,0.40,0.27,0.07,0.08,0.02,0.02,0.04,0.68,0.73,1.38,0.31,0.56,0.67,0.05
59150143,5455,0.41,0.49,0.24,0.18,0.78,0.43,0.47,0.3,0.36,0.52,0.09,0.10,0.00,0.02,0.00,0.64,1.53,1.13,0.15,0.58,0.58,0.07
59150148,6600,0.62,0.49,0.27,0.22,0.83,0.40,0.47,0.27,0.38,0.36,0.05,0.10,0.02,0.02,0.03,0.57,0.36,1.18,0.16,0.61,0.68,0.06
59150163,11395,0.15,0.50,0.17,0.22,0.63,0.40,0.37,0.3,0.47,0.23,0.07,0.09,0.01,0.02,0.03,0.84,0.88,1.36,0.29,0.59,0.66,0.06
59150168,6610,1.42,0.48,0.25,0.23,0.83,0.42,0.49,0.27,0.35,0.32,0.08,0.12,0.04,0.02,0.03,0.47,0.48,0.91,0.17,0.58,0.62,0.07
59150182,9355,0.44,0.47,0.19,0.20,0.64,0.44,0.41,0.27,0.50,0.15,0.06,0.07,0.02,0.02,0.03,0.79,0.67,1.30,0.27,0.64,0.69,0.07
59150192,6425,0.21,0.49,0.16,0.23,0.63,0.38,0.37,0.32,0.46,0.24,0.06,0.11,0.02,0.02,0.03,0.79,0.76,1.21,0.18,0.53,0.69,0.04
59150194,9710,0.24,0.51,0.18,0.21,0.63,0.38,0.39,0.31,0.45,0.11,0.05,0.08,0.01,0.01,0.05,0.77,0.72,1.13,0.35,0.51,0.70,0.06
59150199,7295,0.14,0.49,0.16,0.20,0.65,0.42,0.34,0.3,0.55,0.24,0.03,0.07,0.01,0.01,0.02,0.93,0.83,1.20,0.16,0.61,0.69,0.04
59150207,5620,0.43,0.52,0.23,0.20,0.64,0.37,0.43,0.32,0.31,0.07,0.11,0.46,0.04,0.02,0.03,0.59,0.76,1.01,0.21,0.40,0.65,0.06
59150209,6930,0.52,0.52,0.29,0.21,0.82,0.39,0.53,0.28,0.32,0.17,0.15,0.24,0.03,0.03,0.04,0.44,0.42,0.94,0.17,0.55,0.66,0.09
59150214,9860,0.38,0.50,0.20,0.22,0.64,0.39,0.44,0.31,0.34,0.05,0.06,0.48,0.01,0.01,0.03,0.62,0.75,1.06,0.34,0.42,0.64,0.07
59150223,5655,0.33,0.49,0.15,0.20,0.59,0.43,0.43,0.29,0.46,0.07,0.02,0.03,0.01,0.02,0.05,0.66,0.84,1.05,0.19,0.54,0.66,0.05
59150225,6750,0.52,0.48,0.20,0.23,0.64,0.37,0.43,0.31,0.34,0.22,0.25,0.15,0.04,0.01,0.01,0.71,0.41,1.15,0.18,0.55,0.69,0.08
59150228,130,NULL,0.54,0.19,0.23,0.73,0.40,0.43,0.31,NULL,0.10,0.14,0.00,0.00,0.00,0.28,0.88,0.66,0.00,0.38,0.46,0.75,0.11
59150237,5295,0.16,0.50,0.20,0.21,0.67,0.39,0.40,0.29,0.44,0.04,0.02,0.04,0.02,0.00,0.08,0.80,0.53,1.06,0.38,0.46,0.72,0.05
59150239,5745,0.27,0.49,0.16,0.20,0.75,0.41,0.36,0.3,0.47,0.23,0.04,0.17,0.01,0.01,0.02,0.86,0.82,1.27,0.14,0.58,0.64,0.06
59150249,5190,0.39,0.50,0.22,0.21,0.75,0.38,0.41,0.32,0.36,0.06,0.12,0.58,0.01,0.01,0.03,0.63,0.86,0.76,0.19,0.42,0.66,0.06
59150250,260,0.06,0.48,0.27,0.17,0.67,0.32,0.47,0.31,0.22,0.00,0.00,0.00,0.00,0.00,0.92,0.85,NULL,NULL,0.31,0.28,0.54,0.19
59150254,8940,0.66,0.51,0.24,0.22,0.72,0.35,0.38,0.33,0.30,0.01,0.04,0.84,0.02,0.00,0.01,0.57,0.72,0.77,0.36,0.37,0.66,0.08
59150260,8815,0.32,0.50,0.19,0.19,0.61,0.41,0.36,0.3,0.42,0.08,0.03,0.53,0.01,0.01,0.01,0.80,0.89,0.94,0.34,0.49,0.63,0.06
59150261,8170,0.05,0.49,0.16,0.21,0.61,0.40,0.34,0.3,0.55,0.06,0.01,0.03,0.01,0.01,0.05,0.90,0.76,1.27,0.33,0.55,0.69,0.04
59150270,5080,0.01,0.51,0.16,0.22,0.75,0.40,0.33,0.3,0.50,0.06,0.02,0.03,0.01,0.01,0.06,0.88,0.85,1.40,0.17,0.57,0.70,0.06
59150271,7790,0.20,0.47,0.16,0.21,0.58,0.42,0.37,0.3,0.50,0.14,0.02,0.02,0.01,0.01,0.04,0.81,0.66,1.26,0.31,0.57,0.67,0.04
